identifier	prefLabel	altLabel	description	historyNote
homoit0001087	Partenaires de personnes lesbiennes		Personnes dont le ou la partenaire sexuel·le, romantique ou de jeu est une personne lesbienne.	
homoit0001088	Partenaires de personnes queers		Personnes dont le ou la partenaire sexuel·le, romantique ou de jeu est une personne queer.	
homoit0001089	Partenaires de personnes trans		Personnes dont le ou la partenaire sexuel·le, romantique ou de jeu est une personne trans.	
homoit0001173	Filles queers		Filles (lien de parenté) qui s'identifient comme queers.	
homoit0001209	Fils queers		Fils qui s'identifient comme queers.	
homoit0001211	Personnes queers survivantes de crimes haineux		Personnes queers qui ont été victimes de crimes haineux et qui ont survécu; respecter la préférence de la personne concernée entre les termes « victimes » ou « survivantes » dans la mesure du possible.	
homoit0001213	Personnes queers survivantes d'abus sexuels	Personnes queers survivantes de violences sexuelles||Personnes queers survivantes d'agressions sexuelles	Personnes queers ayant vécu de l'abus sexuel et qui ont survécu; respecter la préférence de la personne concernée entre les termes « victimes » ou « survivantes » dans la mesure du possible.	
homoit0001214	Personnes queers survivantes de guerre		Personnes queers ayant vécu et survécu à la guerre; respecter la préférence de la personne concernée entre les termes « victimes » ou « survivantes » dans la mesure du possible.	
homoit0001994	Personnes queers victimes d'intimidation		Personnes queers qui ont subi et survécu à de l'intimidation en raison de leur identité queer; respecter la préférence de la personne concernée entre les termes « victimes » ou « survivantes » dans la mesure du possible.	
homoit0001221	Personnes queers victimes de crimes haineux		Personnes queers qui ont été victimes de crimes haineux et qui peuvent ou non avoir survécu; respecter la préférence de la personne concernée entre les termes « victimes » ou « survivantes » dans la mesure du possible.	
homoit0001223	Personnes queers victimes d'abus sexuels	Personnes queers victimes de violences sexuelles||Personnes queers victimes d'agressions sexuelles	Personnes queers ayant vécu de l'abus sexuel et qui peuvent ou non y avoir survécu; respecter la préférence de la personne concernée entre les termes « victimes » ou « survivantes » dans la mesure du possible.	
homoit0001224	Personnes queers victimes de guerre		Personnes queers ayant vécu la guerre et qui peuvent ou non avoir survécu; respecter la préférence de la personne concernée entre les termes « victimes » ou « survivantes » dans la mesure du possible.	
homoit0001227	Femmes queers		Femmes qui s'identifient comme queers.	
homoit0001330	Fils de personnes bisexuelles		Fils qui ont un ou plusieurs parents bisexuels.	
homoit0001331	Fils d'hommes gais	Fils d'homosexuels||Fils d'hommes gays	Fils qui ont un ou plusieurs parents qui sont des hommes gais.	
homoit0001332	Fils de personnes lesbiennes		Fils qui ont un ou plusieurs parents lesbiennes.	
homoit0001334	Fils de personnes queers		Fils qui ont un ou plusieurs parents queers.	
homoit0001333	Fils de personnes trans		Fils qui ont un ou plusieurs parents trans.	
homoit0001643	Hommes trans		Hommes dont le genre assigné à la naissance n'était pas masculin. Ne pas utiliser pour les personnes intersexes, à moins que la personne intersexe ne s'identifie comme un homme trans.	
homoit0001642	Femmes trans		Femmes dont le genre assigné à la naissance n'était pas féminin. Ne pas utiliser pour les personnes intersexes, à moins que la personne intersexe ne s'identifie comme une femme trans.	
homoit0001407	Filles trans		Filles (lien de parenté) qui s'identifient comme trans.	
homoit0001413	Pères trans		Personnes trans qui sont pères.	
homoit0001422	Mères trans		Personnes trans qui sont mères.	
homoit0001446	Fils trans		Fils qui s'identifient comme trans.	
homoit0001448	Personnes trans survivantes de crimes haineux		Personnes transgenres qui ont été victimes de crimes haineux et qui peuvent ou non avoir survécu; respecter la préférence de la personne concernée entre les termes « victimes » ou « survivantes » dans la mesure du possible.	
homoit0001450	Personnes trans survivantes d'abus sexuels	Personnes trans survivantes de violences sexuelles||Personnes trans survivantes d'agressions sexuelles	Personnes trans ayant vécu de l'abus sexuel et qui ont survécu; respecter la préférence de la personne concernée entre les termes « victimes » ou « survivantes » dans la mesure du possible.	
homoit0001451	Personnes trans survivantes de guerre		Personnes trans ayant vécu et survécu à la guerre; respecter la préférence de la personne concernée entre les termes « victimes » ou « survivantes » dans la mesure du possible.	
homoit0001993	Personnes trans victimes d'intimidation		Personnes trans qui ont subi et survécu à de l'intimidation en raison de leur identité de genre; respecter la préférence de la personne concernée entre les termes « victimes » ou « survivantes » dans la mesure du possible.	
homoit0001456	Personnes trans victimes de crimes haineux		Personnes trans qui ont été victimes de crimes haineux et qui peuvent ou non avoir survécu; respecter la préférence de la personne concernée entre les termes « victimes » ou « survivantes » dans la mesure du possible.	
homoit0001458	Personnes trans victimes d'abus sexuels	Personnes trans victimes de violences sexuelles||Personnes trans victimes d'agressions sexuelles	Personnes trans ayant vécu de l'abus sexuel et qui peuvent ou non y avoir survécu; respecter la préférence de la personne concernée entre les termes « victimes » ou « survivantes » dans la mesure du possible.	
homoit0001459	Personnes trans victimes de guerre		Personnes trans ayant vécu la guerre et qui peuvent ou non avoir survécu; respecter la préférence de la personne concernée entre les termes « victimes » ou « survivantes » dans la mesure du possible.	
homoit0001997	Personnes bispirituelles victimes d'intimidation		Personnes bispirituelles qui ont subi et survécu à de l'intimidation en raison de leur identité bispirituelle; respecter la préférence de la personne concernée entre les termes « victimes » ou « survivantes » dans la mesure du possible.	
