identifier	prefLabel	altLabel	description	historyNote
homoit0002469	Asexuelles Theater	Ace Theater	Werke der darstellenden Kunst, die sich auf asexuellen Charakteren, Gemeinschaften oder Themen konzentrieren.	
homoit0003185	Asexuelle Urban Fantasy	Ace Urban-Fantasy-Romane||Asexuelle Urban-Fantasy-Romane	Ein Subgenre der Fantasy, in dem Magie und übernatürliche Kreaturen in zeitgenössischen urbanen Umgebungen vorkommen; für Urban Fantasy verwenden, die sich auf asexuelle Charaktere oder Themen konzentriert.	
homoit0001995	Asexuelle Mobbingopfer	Ace Mobbingopfer||Asexuelle Opfer von Mobbing	Asexuelle Personen, die aufgrund ihrer sexuellen Identität Mobbing erfahren und überlebt haben oder nicht; wenn möglich die Präferenz der Person für „Opfer“ oder „Überlebende“ beachten.	
homoit0002895	Asexuelle Opfer von Hasskriminalität	Ace Opfer von Hasskriminalität||Asexuelle Opfer von Hassdelikten||Asexuelle Opfer von Hassverbrechen	Asexuelle Personen, die Opfer von Hassverbrechen geworden sind und überlebt haben oder nicht; wenn möglich die Präferenz der Person für „Opfer“ oder „Überlebende“ beachten.	
homoit0002855	Asexuelle Vergewaltigungsopfer	Ace Vergewaltigungsopfer||Asexuelle Opfer von Vergewaltigungen	Asexuelle Personen, die Vergewaltigungen erlebt und überlebt haben oder nicht; wenn möglich die Präferenz der Person für „Opfer“ oder „Überlebende“ beachten.	
homoit0002856	Asexuelle Opfer von sexuellem Missbrauch	Ace Opfer von sexuellem Missbrauch	Asexuelle Personen, die sexuell missbraucht wurden und überlebt haben oder nicht; wenn möglich die Präferenz der Person für „Opfer“ oder „Überlebende“ beachten.	
homoit0002857	Asexuelle Kriegsopfer	Ace Kriegsopfer||Asexuelle Opfer eines Krieges	Asexuelle Personen, die einen Krieg erlebt und überlebt haben oder nicht; beachten Sie, wenn möglich die Präferenz der Person für „Opfer“ oder „Überlebende“.	
homoit0002858	Asexuelle Opferrechte	Ace Opferrechte||Rechte asexueller Opfer	Das Recht asexueller Personen auf Information, Anwesenheit und Anhörung im Rahmen des Strafrechtssystems, wenn sie infolge eines Verbrechens, eines Unfalls oder eines anderen Ereignisses geschädigt oder verletzt worden sind.	
homoit0003217	Asexuelle Webseiten	Ace Webseiten||Asexuelle Websites	Öffentliche Webseiten, die sich in erster Linie an asexuelle Gemeinschaften und Themen richten, sowie Webseiten, die für die Nutzung durch asexuelle Personen bestimmt sind.	
homoit0002787	Asexuelle Rollstuhlfahrer:innen	Ace Rollstuhlfahrer:innen||Asexuelle Rollstuhlfahrerinnen||Asexuelle Rollstuhlfahrer	Asexuelle Personen, die einen Rollstuhl nutzen.	
homoit0002985	Asexuelle Hexen	Ace Hexen||Asexuelle Wicca||Asexuelle Wicca-Anhänger:innen	Asexuelle Anhänger:innen von Wicca oder anderen heidnischen Religionen, die sich selbst als Hexen bezeichnen.	
homoit0002292	Asexuelle Jugendliche	Ace Jugendliche||Asexuelle Teenager:innen	Asexuelle Personen im Alter zwischen Kindheit und Erwachsensein.	
homoit0002478	Asexuelle Jugendliteratur	Ace Jugendliteratur	Literarische Werke, die für eine Leserschaft im Alter von 12 bis 18 Jahren geschrieben werden, auch bekannt als YA (Young Adult); verwenden in Bezug auf Jugendliteratur, die sich auf asexuelle Charakteren oder Themen konzentriert.	
homoit0003468	Asexuelle jugendliche Überlebende von Mobbing	Ace jugendliche Überlebende von Mobbing	Asexuelle Jugendliche im Alter von 12 bis 18 Jahren, die aufgrund ihrer sexuellen Identität Mobbing erlebt und überlebt haben. Folgen Sie der individuellen Präferenz für „Opfer“ oder „Überlebende“, wenn möglich.	
homoit0003482	Asexuelle jugendliche Mobbingopfer	Ace jugendliche Opfer von Mobbing||Asexuelle jugendliche Opfer von Mobbing	Asexuelle Jugendliche im Alter von 12 bis 18 Jahren, die aufgrund ihrer sexuellen Identität Mobbing erlebt und überlebt haben oder nicht. Folgen Sie der individuellen Präferenz für „Opfer“ oder „Überlebende“, wenn möglich.	
homoit0003151	Asexuelle Zines	Ace Zines	Unabhängige Publikationen mit geringer Auflage, die in der Regel mit einem Fotokopierer vervielfältigt werden; wird für Zines (von englisch magazine) verwendet, die von asexuellen Personen erstellt werden und/oder sich auf asexuelle Identität, Themen oder Kultur konzentrieren.	
homoit0002859	Unternehmen ausgerichtet auf asexuelle Personen		Unternehmen, die sich auf asexuelle Klientel und Produkte für asexuelle Gemeinschaften konzentrieren.	
homoit0002860	Unternehmen von asexuellen Personen	Unternehmen im Besitz von asexuellen Personen	Unternehmen, die asexuellen Menschen gehören.	
homoit0000004	Asexualität	Ace	Eine sexuelle Orientierung, die im Allgemein durch einen Mangel an sexueller Anziehung oder sexuellem Verlangen gekennzeichnet ist.	
homoit0003135	Ashing	Ashplay||Ash-Play	Zigarren- oder Zigarettenasche auf den Mund oder Körper einer Person auftragen.	
homoit0000072	Ashtime		Begriff, der vom Volk der Maale in Äthiopien für Menschen verwendet wird, die bei der Geburt als männlich zugeordnet wurden, aber weibliche Merkmale aufweisen; die Legitimität des Begriffs ist umstritten.	
homoit0002902	Asiatisch-amerikanische asexuelle Personen	Ace asiatisch-amerikanische Personen||Asexuelle asiatisch-amerikanische Personen||Asexuelle asiatische Amerikaner:innen	Asexuelle Personen asiatischer Herkunft oder Abstammung, die in den Vereinigten Staaten oder asiatischen Ländern geboren wurden und in den Vereinigten Staaten leben oder eine starke Verbindung zu den Vereinigten Staaten haben. Nur für Personen verwenden, die sich selbst als asiatisch-amerikanisch bezeichnen.	
homoit0000130	Asiatisch-amerikanische bisexuelle Personen	Bisexuelle asiatisch-amerikanische Personen||Bisexuelle asiatische Amerikaner:innen	Bisexuelle Personen asiatischer Herkunft oder Abstammung, die in den Vereinigten Staaten oder asiatischen Ländern geboren wurden und in den Vereinigten Staaten leben oder eine starke Verbindung zu den Vereinigten Staaten haben. Nur für Personen verwenden, die sich selbst als asiatisch-amerikanisch bezeichnen.	
homoit0000471	Asiatisch-amerikanische schwule Männer	Asiatisch-amerikanische homosexuelle Männer||Schwule asiatisch-amerikanische Männer	Schwule Männer asiatischer Herkunft oder Abstammung, die in den Vereinigten Staaten oder asiatischen Ländern geboren wurden und in den Vereinigten Staaten leben oder eine starke Verbindung zu den Vereinigten Staaten haben. Nur für Personen verwenden, die sich selbst als asiatisch-amerikanisch bezeichnen.	
homoit0002756	Asiatisch-amerikanische inter* Personen	Inter* asiatisch-amerikanische Personen	Inter* Personen asiatischer Herkunft oder Abstammung, die in den Vereinigten Staaten oder asiatischen Ländern geboren wurden und in den Vereinigten Staaten leben oder eine starke Verbindung zu den Vereinigten Staaten haben. Nur für Personen verwenden, die sich selbst als asiatisch-amerikanisch bezeichnen.	
homoit0000721	Asiatisch-amerikanische Lesben	Lesbische asiatische Amerikaner:innen	Lesben asiatischer Herkunft oder Abstammung, die in den Vereinigten Staaten oder asiatischen Ländern geboren wurden und in den Vereinigten Staaten leben oder eine starke Verbindung zu den Vereinigten Staaten haben. Nur für Personen verwenden, die sich selbst als asiatisch-amerikanisch bezeichnen.	
homoit0000073	Asiatisch-amerikanische LGBTQ+-Personen	Asiatische LGBTQ+-Amerikaner:innen	LGBTQ+-Personen asiatischer Herkunft oder Abstammung, die in den Vereinigten Staaten oder asiatischen Ländern geboren wurden und in den Vereinigten Staaten leben oder eine starke Verbindung zu den Vereinigten Staaten haben. Nur für Personen verwenden, die sich selbst als asiatisch-amerikanisch bezeichnen.	
homoit0001158	Asiatisch-amerikanische queere Personen	Queere asiatisch-amerikanische Personen	Queere Personen asiatischer Herkunft oder Abstammung, die in den Vereinigten Staaten oder asiatischen Ländern geboren wurden und in den Vereinigten Staaten leben oder eine starke Verbindung zu den Vereinigten Staaten haben. Nur für Personen verwenden, die sich selbst als asiatisch-amerikanisch bezeichnen.	
homoit0001391	Asiatisch-amerikanische trans Personen	Asiatische trans Amerikaner:innen	Trans Personen asiatischer Herkunft oder Abstammung, die in den Vereinigten Staaten oder asiatischen Ländern geboren wurden und in den Vereinigten Staaten leben oder eine starke Verbindung zu den Vereinigten Staaten haben. Nur für Personen verwenden, die sich selbst als asiatisch-amerikanisch bezeichnen.	
homoit0002901	Asiatische asexuelle Personen	Ace asiatische Personen||Asexuelle asiatische Personen	Asexuelle Personen asiatischer Herkunft oder Abstammung, die in Asien oder als Teil der asiatischen Diaspora leben. Nur für Personen verwenden, die sich selbst als asiatisch identifitzieren.	
homoit0000131	Asiatische bisexuelle Personen	Bisexuelle asiatische Personen	Bisexuelle Personen asiatischer Herkunft oder Abstammung, die in Asien oder als Teil der asiatischen Diaspora leben. Nur für Personen verwenden, die sich selbst als asiatisch identifitzieren.	
homoit0000472	Asiatische schwule Männer	Schwule asiatische Männer||Schwule Asiaten	Schwule Männer asiatischer Herkunft oder Abstammung, die in Asien oder als Teil der asiatischen Diaspora leben. Nur für Personen verwenden, die sich selbst als asiatisch identifitzieren.	
homoit0002757	Asiatische inter* Personen	Inter* asiatische Personen	Inter* Personen asiatischer Herkunft oder Abstammung, die in Asien oder als Teil der asiatischen Diaspora leben. Nur für Personen verwenden, die sich selbst als asiatisch identifitzieren.	
homoit0000722	Asiatische Lesben	Lesbische Asiat:innen	Lesben mit asiatischer Herkunft oder Abstammung, die in Asien oder in der asiatischen Diaspora leben. Nur für Personen verwenden, die sich selbst als asiatisch identifitzieren.	
homoit0000074	Asiatische LGBTQ+-Personen	LGBTQ+-asiatische Personen	LGBTQ+-Personen mit asiatischer Herkunft oder Abstammung, die in Asien oder in der asiatischen Diaspora leben. Nur für Personen verwenden, die sich selbst als asiatisch identifizieren.	
homoit0001159	Asiatische queere Personen	Queere asiatische Personen	Queere Personen mit asiatischer Herkunft oder Abstammung, die in Asien oder in der asiatischen Diaspora leben. Nur für Personen verwenden, die sich selbst als asiatisch identifizieren.	
homoit0001392	Asiatische trans Personen	Trans Personen aus Asien	Trans Personen mit asiatischer Herkunft oder Abstammung, die in Asien oder in der asiatischen Diaspora leben. Nur für Personen verwenden, die sich selbst als asiatisch identifizieren.	
homoit0000076	Arschficken		Der sexuelle Akt des Penetrierens des Anus einer Person mit einem Penis oder Dildo.	
homoit0002069	Assamesische asexuelle Personen	Asexuelle assamesische Personen||Ace assamesische Personen||Asexuelle Asomiya||Ace Asomiya	Asexuelle Personen, die der sozio-ethnischen Gruppe der Assamesen angehören, die assamesische Sprache sprechen oder im indischen Bundesstaat Assam wohnen.	
homoit0002065	Assamesische bisexuelle Personen	Bisexuelle assamesische Personen||Bisexuelle Asomiya	Bisexuelle Personen, die der sozio-ethnischen Gruppe der Assamesen angehören, die assamesische Sprache sprechen oder im indischen Bundesstaat Assam wohnen.	
homoit0002064	Assamesische schwule Männer	Schwule assamesische Männer||Schwule Asomiya	Schwule Männer, die der sozio-ethnischen Gruppe der Assamesen angehören, die assamesische Sprache sprechen oder im indischen Bundesstaat Assam wohnen.	
homoit0002067	Assamesische inter* Personen	Inter* Asomiya	Inter* Personen, die der sozio-ethnischen Gruppe der Assamesen angehören, die assamesische Sprache sprechen oder im indischen Bundesstaat Assam wohnen.	
homoit0002063	Assamesische Lesben	Lesbische Asomiya	Lesben, die der sozio-ethnischen Gruppe der Assamesen angehören, die assamesische Sprache sprechen oder im indischen Bundesstaat Assam wohnen.	
homoit0002060	Assamesische LGBTQ+-Personen	LGBTQ+-assamesische Personen||LGBTQ+-Asomiya	LGBTQ+-Personen, die der sozio-ethnischen Gruppe der Assamesen angehören, die assamesische Sprache sprechen oder im indischen Bundesstaat Assam wohnen.	
homoit0003394	Assamesische nichtbinäre Personen	Nichtbinäre assamesische Personen||Nicht-binäre assamesische Personen||Non-binäre assamesische Personen	Nichtbinäre Personen, die der sozio-ethnischen Gruppe der Assamesen angehören, die assamesische Sprache sprechen oder im indischen Bundesstaat Assam wohnen.	
homoit0002066	Assamesische queere Personen	Queere assamesische Personen||Queere Asomiya	Queere Personen, die der sozio-ethnischen Gruppe der Assamesen angehören, die assamesische Sprache sprechen oder im indischen Bundesstaat Assam wohnen.	
homoit0002068	Assamesische trans Personen	Trans Asomiya	Trans Personen, die der sozio-ethnischen Gruppe der Assamesen angehören, die assamesische Sprache sprechen oder im indischen Bundesstaat Assam wohnen.	
homoit0000077	Bei der Geburt weiblich zugewiesenes Geschlecht		Die Zuweisung des weiblichen Geschlechts kurz nach der Geburt.	
homoit0000078	Zugewiesenes soziales Geschlecht		Soziales Geschlecht, in vielen Ländern "weiblich" oder "männlich", das Menschen, meist kurz nach der Geburt, zugewiesen wird.	
homoit0000079	Bei der Geburt männlich zugewiesenes Geschlecht		Die Zuweisung des männlichen Geschlechts kurz nach der Geburt.	
homoit0001648	Zugewiesenes Geschlecht		Das Geschlecht einer Person, wie es von Ärzt:innen oder medizinischem Personal bestimmt wird. Die Bestimmung basiert in der Regel auf dem Aussehen der äußeren Genitalien, kann jedoch auch andere Methoden umfassen. In der Praxis ist das bei der Geburt zugewiesene Geschlecht oft kulturell variabel; der Begriff „zugewiesenes Geschlecht“ ist daher oft passender oder genauer.	
homoit0001646	Kein zugewiesenes Geschlecht bei der Geburt		Die Zuweisung eines Geschlechtsmerkmals „X“ oder einer Geschlechtsbezeichnung „X“ kurz nach der Geburt. Es ist ungewöhnlich, dass inter* Menschen bei der Geburt „intersexuell“ oder „X“ zugewiesen wird.	
homoit0002618	Künstliche Befruchtung	Assistierte Reproduktion	Der Prozess, durch den ein Fötus durch Spenderbefruchtung, Eizellspende, Leihmutterschaft, IVF und/oder andere Reproduktionstechnologien gezeugt wird.	
homoit0002619	Techniken der assistierten Reproduktion	ART||Assisted reproductive technologies||Artificial Reproductive Technology||Assistierte Reproduktionstechniken	Ein Oberbegriff, der alle Methoden der Empfängnis außerhalb des Geschlechtsverkehrs beschreibt, einschließlich, aber nicht beschränkt auf Spenderinsemination, künstliche Befruchtung, Leihmutterschaft, Eizellspende und IVF.	
homoit0002394	Haltungen von LGBTQ+-Personen zur Polizei	Meinungen von LGBTQ+-Personen zur Polizei||Ansichten von LGBTQ+-Personen zur Polizei	Meinungen und Beurteilungen von Gefühlen, Beziehungen und Interaktionen zwischen LGBTQ+-Personen und der Polizei.	
homoit0000075	Autoerotische Strangulation	Asphyxiophilie||Hypoxyphilie||Autoerotische Atemkontrolle	Absichtliche Erschwerung oder Unterbindung der eigenen Atmung zum Zweck der sexuellen Erregung.	
homoit0000083	Autoerotik		Die Ausübung sexueller Selbststimulierung.	
homoit0000084	Aversionstherapie		Verhaltenstherapie, die darauf abzielt, angenehme Assoziationen, die durch Homosexualität hervorgerufen werden, durch unangenehme Assoziationen (in Form von Elektroschocks oder Brechmitteln) zu ersetzen, um die homosexuelle Orientierung der Proband:innen in eine heterosexuelle zu ändern.	
homoit0000085	Aylonit		Eine romanisierte Version des hebräischen Begriffs, der im Judentum traditionell verwendet wird, um Menschen zu beschreiben, denen bei der Geburt das weibliche Geschlecht zugewiesen wurde und die sekundäre Geschlechtsmerkmale entwickeln, die als „männlich“ wahrgenommen werden, sowie Probleme mit der Fruchtbarkeit haben.	
homoit0000088	Babydyke	Babylesben	Frisch geoutete Lesben; Verwendung nur für Lesben, die sich als Dykes identifizieren.	
homoit0000089	Babyschwule	Baby-Gay||Baby Schwule	Frisch geoutete Persone, insbesondere frisch geoutete schwule Männer.	
homoit0000090	Bading		Abwertende philippinische Bezeichnung für schwule Männer, die Crossdressing praktizieren.	
homoit0003508	Baihe	Bǎihé	Ein Genre, das sich auf die romantischen oder sexuellen Beziehungen zwischen weiblichen Figuren in chinesischen Romanen, Comics, Filmen, Animationen und Dramen fokussiert.	
homoit0000091	Bakla		Philippinischer Begriff für Personen, denen bei der Geburt ein männliches Geschlecht zugeschrieben wurde, die sich jedoch auf feminine Weise verhalten; wird oft als drittes Geschlecht betrachtet.	
homoit0000092	Ballroom-Szene	Ballroom-Gemeinschaft||Ballroom-Kultur||House-Ballroom-Kultur||Drag-ball-Kultur	Eine im frühen 20. Jahrhundert in New York City entstandene Subkultur, in der vor allem afroamerikanische und lateinamerikanische LGBTQ+-Personen auftreten und um verschiedene Preise konkurrieren.	
homoit0000093	Ballknebel		Kugeln aus Silikon, Gummi oder anderen Materialien, die einer Person um den Mund geschnallt werden, um sie am Sprechen zu hindern, in der Regel beim Sex.	
homoit0003098	Luftballonfetisch	Looner||Looning	Die Verwendung von Luftballons als Mode, für sexuelle Erregung oder erotische Spiele.	
homoit0000094	Ballroom-Familien	Ballroomhäuser||Ballroom houses||Ballroomfamilien	In der Ballroom-Kultur sind Ballroomfamilien (oder Häuser) gewählte Familien, die von etablierten Mitgliedern der Gemeinschaft geleitet und nach ihnen benannt werden (z. B. das House of Xtravaganza); die Anführer:innen von Ballfamilien werden in der Regel „Mütter“ oder „Väter“ genannt, während die Mitglieder als „Kinder" und „Geschwister“ bezeichnet werden.	
homoit0002147	Bandslash	Band slash||Band-Slash	Fanfiction, die romantische oder sexuelle Beziehungen zwischen gleichgeschlechtlichen Musiker:innen thematisieren oder detailliert beschreiben. Die Musiker:innen, zumeist Männer, existieren in der realen Welt.	
homoit0000095	Banjees	Banjee	Begriff aus den 1980er-Jahren (oder früher), der einen bestimmten Typus junger lateinamerikanischer oder afroamerikanischer Männer beschreibt, die Sex mit Männern haben und sich in stereotyper, männlicher urbaner Mode kleiden.	
homoit0000096	Bantut		Philippinischer Begriff für schwule Männer, die die Kleidung und/oder das Verhalten von Frauen übernehmen	
homoit0002148	Bara		Ein Genre der japanischen Kunst, das hauptsächlich von schwulen Männern für andere schwule Männer produziert wird und Männlichkeit, Muskeln, Körperfett und Behaarung in den Mittelpunkt stellt (ähnlich wie die Bären- und Gym-Subkultur in Europa).	
homoit0002149	Bara-Fangemeinde		Die Fangemeinde, die sich auf die Beziehungen von Figuren aus Bara-Manga und Anime fokussiert oder detailliert behandelt.	
homoit0000099	Barebacking	ungeschützter Analverkehr	Analverkehr ohne Kondom.	
homoit0001139	Bathroom Bans	Toilettenzugangsverbote||Toilettenverweise	Gesetze oder politische Maßnahmen, die trans und nichtbinäre Personen aufgrund ihrer Geschlechtsidentität daran hindern, öffentliche Toiletten und Einrichtungen wie Umkleideräume, Duschen, Umkleidekabinen und andere geschlechtergetrennte Räume zu benutzen	
homoit0000101	Bayot	Bayet	Abfälliger Begriff der Sprache Cebuano, der auf den Philippinen verwendet wird, um verweichlichte schwule Männer oder maskuline Frauen zu beschreiben.	
homoit0001788	Beard	Alibi-Partner:in	Personen, die sich als Date oder Partner:in von jemandem ausgeben, mit dem:der sie nicht in einer Beziehung sind, in der Regel um zu verhindern, dass die Sexualität dieser Person öffentlich bekannt wird; am häufigsten wird damit eine Frau bezeichnet, die vorgibt, mit einem schwulen Mann auszugehen.	
homoit0000105	Bären (schwuler Kontext)	Bears	Slang, der in den USA und anderen englischsprachigen Ländern verwendet wird, um haarige und große oder muskulöse schwule Männer zu beschreiben. Wird auch im deutschsprachigen Raum verwendet.	
homoit0000106	Verhaltenstherapie		Aus der kognitiven Psychologie abgeleitete therapeutische Techniken und Behandlungen, die darauf abzielen, als selbstzerstörerisch oder ungesund empfundene Verhaltensweisen zu erkennen und möglicherweise zu ändern. Dazu gehören auch Verhaltenstherapien, die darauf abzielen, die sexuelle oder geschlechtliche Identität oder den Ausdruck einer Person zu verändern.	
homoit0003318	Belarusische aromantische Personen	Aromantische belarusische Personen	Aromatische Menschen, die ethnisch belarusisch sind oder die belarusische Staatsangehörigkeit besitzen.	
homoit0003307	Belarusische asexuelle Personen	Asexuelle belarusische Personen	Asexuelle Menschen, die ethnisch belarusisch sind oder die belarusische Staatsangehörigkeit besitzen.	
homoit0003308	Belarusische bisexuelle Personen	Bisexuelle belarusische Personen	Bisexuelle Menschen, die ethnisch belarusisch sind oder die belarusische Staatsangehörigkeit besitzen.	
homoit0003315	Belarusische demisexuelle Personen	Demisexuelle belarusische Personen	Demisexuelle Menschen, die ethnisch belarusisch sind oder die belarusische Staatsangehörigkeit besitzen.	
homoit0003309	Belarusische schwule Männer	Schwule belarusische Männer	Schwule Männer, die ethnisch belarusisch sind oder die belarusische Staatsangehörigkeit besitzen.	
homoit0003317	Belarusische grauromantische Personen	Grauromantische belarusische Personen	Grauromatische Menschen, die ethnisch belarusisch sind oder die belarusische Staatsangehörigkeit besitzen.	
homoit0003310	Belarusische inter* Personen	Inter* Personen aus Belarus	Inter* Menschen, die ethnisch belarusisch sind oder die belarusische Staatsangehörigkeit besitzen.	
homoit0003311	Belarusische Lesben	Lesbische Belarusinnen	Lesben, die ethnisch belarusisch sind oder die belarusische Staatsangehörigkeit besitzen.	
homoit0003306	Belarusische LBGTQ+-Personen	LGBTQ+-Personen aus Belarus	LGBTQ+-Personen, die ethnisch belarusisch sind oder die belarusische Staatsangehörigkeit besitzen.	
homoit0003316	Belarusische megasexuelle Personen	Megasexuelle belarusische Personen	Megasexuelle Menschen, die ethnisch belarusisch sind oder die belarusische Staatsangehörigkeit besitzen.	
homoit0003313	Belarusische nichtbinäre Personen	Nichtbinäre belarusische Personen||Nicht-binäre belarusische Personen||Non-binäre belarusische Personen	Nichtbinäre Menschen, die ethnisch belarusisch sind oder die belarusische Staatsangehörigkeit besitzen.	
homoit0003312	Belarusische queere Personen	Queere belarusische Personen	Queere Menschen, die ethnisch belarusisch sind oder die belarusische Staatsangehörigkeit besitzen.	
homoit0003314	Belarusische trans Personen	Trans Personen aus Belarus	Trans Menschen, die ethnisch belarusisch sind oder die belarusische Staatsangehörigkeit besitzen.	
homoit0002093	Bengalische asexuelle Personen	Asexuelle Bengalis	Asexuelle Menschen, die die bengalische Sprache sprechen oder bengalischer Abstammung sind.	
homoit0002089	Bengalische bisexuelle Personen	Bisexuelle Bengalis	Bisexuelle Menschen, die die bengalische Sprache sprechen oder bengalischer Abstammung sind.	
homoit0002088	Bengalische schwule Männer	Schwule Bengalis	Schwule Männer, die die bengalische Sprache sprechen oder bengalischer Abstammung sind.	
homoit0002092	Bengalische inter* Personen	Inter* Bengalis	Inter* Menschen, die die bengalische Sprache sprechen oder bengalischer Abstammung sind.	
homoit0002087	Bengalische Lesben	Lesbische Bengalis	Lesben, die die bengalische Sprache sprechen oder bengalischer Abstammung sind.	
homoit0002086	Bengalische LGBTQ+-Personen	LGBTQ+-Bengalis	LGBTQ+-Personen, die die bengalische Sprache sprechen oder bengalischer Abstammung sind.	
homoit0003396	Bengalische nichtbinäre Personen	Nichtbinäre Bengalis||Nicht-binäre Bengalis||Non-binäre Bengalis	Nichtbinäre Menschen, die die bengalische Sprache sprechen oder bengalischer Abstammung sind.	
homoit0002090	Bengalische queere Personen	Queere Bengalis	Queere Menschen, die die bengalische Sprache sprechen oder bengalischer Abstammung sind.	
homoit0002091	Bengalische trans Personen	Trans Bengalis	Trans Menschen, die die bengalische Sprache sprechen oder bengalischer Abstammung sind.	
homoit0000098	Berdache		Ein beleidigender Begriff, der von Siedler-Anthropologen entwickelt wurde, um im weitesten Sinne indigene Menschen zu beschreiben, die gemischte Geschlechterrollen zum Ausdruck bringen; wird nur in historischen Kontexten verwendet.	
homoit0000108	Bi+-Personen		Personen, die sich sexuell und/oder romantisch nicht ausschließlich zu Personen eines einzigen biologischen Geschlechts hingezogen fühlen (einschließlich bisexueller, queerer, pansexueller und fluider Identitäten).	
homoit0003445	Bi-Curiosity	Bi-Neugierde	Ein Begriff, der das Phänomen beschreibt, dass heterosexuelle oder heterosexuell auftretende Personen neugierig darauf sind, sexuelle Beziehungen oder Erfahrungen mit anderen Menschen desselben Geschlechts zu erkunden.	
homoit0000110	Bigender-Identität		Bezeichnung für die Identität von Menschen, die zwei Geschlechter haben.	
homoit0000111	Bigender-Personen		Personen, die sich gleichzeitig oder eher fließend mit zwei Geschlechtern identifizieren.	
homoit0000113	Binabea		Tagalog-Begriff für Personen, die nach gesellschaftlichen und medizinischen Normvorstellungen weibliche und männlichen Merkmale aufweisen.	
homoit0000114	Abbinden (Brust)	Binding	Der Akt des Kompromierens des Brustgewebes mit einem enganliegenden Shirt, Band oder ähnlichem; wird häufig von trans Männern oder transmaskulinen Personen gemacht.	
homoit0000116	Biologische Elternschaft		Die Erfahrung, biologischer Elternteil eines Kindes zu sein. Diese Beziehung kann genetisch, schwangerschaftsbedingt oder beides sein.	
homoit0000117	Biphobie	Bifeindlichkeit	Feindseligkeit oder Abscheu gegenüber Bisexualität als Identität oder gegenüber bisexuellen Personen aufgrund ihrer Sexualität. Biphobie kann die Leugnung der Existenz von Bisexualität, Stereotypen, verbale Belästigung und körperliche Gewalt umfassen.	
homoit0001928	BIPoC	Schwarze, Indigene und People of Color	Akronym, das vor allem in den Vereinigten Staaten verwendet wird, um Schwarze, Indigene und People of Color als Gruppe zu bezeichnen, wobei auch die spezifischen Erfahrungen Schwarzer und indigener Menschen im Mittelpunkt stehen.	
homoit0002904	Biracial asexuelle Personen	Asexuelle bi-racial Personen||Asexuelle biracial Personen||Bi-racial asexuelle Personen	Asexuelle Personen, die zu zwei oder mehreren Volksgruppen gehören. Hinweis: Der englische Begriff «Race» ist nicht mit dem deutschen Begriff «Rasse» gleichzusetzen, da sie in zwei unterschiedlichen Diskursen stehen. Oft wird deshalb im Deutschen ebenfalls Race verwendet.	
homoit0001798	Biracial bisexuelle Personen	Bisexuelle bi-racial Personen||Bisexuelle biracial Personen||Bi-racial bisexuelle Personen	Bisexuelle Personen, die zu zwei oder mehreren Volksgruppen gehören. Hinweis: Der englische Begriff «Race» ist nicht mit dem deutschen Begriff «Rasse» gleichzusetzen, da sie in zwei unterschiedlichen Diskursen stehen. Oft wird deshalb im Deutschen ebenfalls Race verwendet.	
homoit0001797	Biracial schwule Männer	Schwule bi-racial Männer||Schwule biracial Männer||Bi-racial schwule Männer	Schwule Männer, die zu zwei oder mehreren Volksgruppen gehören. Hinweis: Der englische Begriff «Race» ist nicht mit dem deutschen Begriff «Rasse» gleichzusetzen, da sie in zwei unterschiedlichen Diskursen stehen. Oft wird deshalb im Deutschen ebenfalls Race verwendet.	
homoit0002961	Biracial inter* Personen	Inter* bi-racial Personen||Inter* biracial Personen||Bi-racial inter* Personen	Inter* Personen, die zu zwei oder mehreren Volksgruppen gehören. Hinweis: Der englische Begriff «Race» ist nicht mit dem deutschen Begriff «Rasse» gleichzusetzen, da sie in zwei unterschiedlichen Diskursen stehen. Oft wird deshalb im Deutschen ebenfalls Race verwendet.	
homoit0001796	Biracial Lesben	Bi-racial Lesben	Lesben, die zu zwei oder mehreren Volksgruppen gehören. Hinweis: Der englische Begriff «Race» ist nicht mit dem deutschen Begriff «Rasse» gleichzusetzen, da sie in zwei unterschiedlichen Diskursen stehen. Oft wird deshalb im Deutschen ebenfalls Race verwendet.	
homoit0000820	Biracial LGBTQ+-Personen	Bi-racial LGBTQ+-Personen	LGBTQ+-Personen, die zu zwei oder mehreren Volksgruppen gehören. Hinweis: Der englische Begriff «Race» ist nicht mit dem deutschen Begriff «Rasse» gleichzusetzen, da sie in zwei unterschiedlichen Diskursen stehen. Oft wird deshalb im Deutschen ebenfalls Race verwendet.	
homoit0003399	Biracel nichtbinäre Personen	Nichtbinäre bi-racial Personen||Nichtbinäre biracial Personen||Bi-racial nichtbinäre Personen	Nichtbinäre Personen, die zu zwei oder mehreren Volksgruppen gehören. Hinweis: Der englische Begriff «Race» ist nicht mit dem deutschen Begriff «Rasse» gleichzusetzen, da sie in zwei unterschiedlichen Diskursen stehen. Oft wird deshalb im Deutschen ebenfalls Race verwendet.	
homoit0001800	Biracial queere Personen	Bi-racial queere Personen||Queere biracial Personen||Queere bi-racial Personen	Queere Personen, die zu zwei oder mehreren Volksgruppen gehören. Hinweis: Der englische Begriff «Race» ist nicht mit dem deutschen Begriff «Rasse» gleichzusetzen, da sie in zwei unterschiedlichen Diskursen stehen. Oft wird deshalb im Deutschen ebenfalls Race verwendet.	
