identifier	prefLabel	altLabel	description	historyNote
homoit0000001	5-α-reduktasbrist	5-alfa-reduktasbrist	Människor med 5-alfa-reduktasbrist, har XY-kromosomer, testiklar och typiska testosteronnivåer, men deras kroppar saknar enzymet som ansvarar för att omvandla testosteron till den kraftigare androgenen dihydrotestosteron (DHT). Detta påverkar hur individens yttre könskarakteristika utvecklas, och personer födda med 5-alfa-reduktasbrist har ofta könsdifferentieringar som märks vid födseln. Under tonåren utvecklar personer med 5-alfa-reduktasbrist typiskt sett vissa kännetecken förknippade med testosteronpubertet och kan uppleva tillväxt av könsorganen vid denna tidpunkt.	
homoit0000002	Aboriginer (hbtq+)		Hbtq+-personer som tillhör ett eller flera av de olika ursprungsfolken i Australien. Använd inte begreppet för att hänvisa till ursprungsbefolkningen på Torressundöarna, eftersom de utgör en egen etnisk och kulturell grupp. Det bör endast användas för att beskriva personer som identifierar sig som aboriginer.	
homoit0000003	Acault		En ofta felöversatt burmesisk term för personer som tilldelats manligt kön vid födseln och som uppvisar feminina beteenden medan de tjänar som andliga medier. Det finns viss tveksamhet om termen är legitim.	
homoit0000004	Asexualitet		En sexuell läggning som i allmänhet kännetecknas av avsaknad av sexuell attraktion eller åtrå.	
homoit0000005	Hiv/aids		Förkortning för hiv (humant immunbristvirus) och aids (förvärvat immunbristsyndrom).	
homoit0000006	Hbtq+-aktivism		Direkt aktion och organisering för att uppnå politisk eller social förändring och acceptans för hbtq+-personer.	
homoit0000007	Hbtq+-aktivister		Hbtq+-personer som organiserar sig eller driver kampanjer för sociala, kulturella, politiska eller ekonomiska mål och förändringar.	
homoit0000008	Hbtq+-skådespelare		Hbtq+-personer som agerar i scenproduktioner, filmer, tv-program, radiosändningar eller andra produktioner.	
homoit0000009	Adoptivföräldraskap		Erfarenheten av att vara adoptivförälder till ett eller flera barn. En adoptivförälder är en person eller personer som genom adoption blir barnets permanenta föräldrar med allt ansvar som det innebär.	
homoit0000010	Adoptivföräldrar		Personer som har adopterat barn, antingen genom en juridisk process eller genom sociala eller kulturella praktiker.	
homoit0000011	Sexindustri	Sexindustrin||Sexbranschen	De företag som direkt eller indirekt tillhandahåller sexuella handlingar, sexrelaterade produkter eller erotisk underhållning.	
homoit0000012	Sexbutiker	Sexshoppar||Porrbutiker	Butiker som säljer produkter kopplade till sex och sexuell underhållning, inklusive sexleksaker, underkläder, pornografi och andra relaterade produkter.	
homoit0000013	Hbtq+-porrfilm	Pornografisk film (hbtq+)	Erotiska eller sexuellt explicita filmer där hbtq+-personer medverkar.	
homoit0000014	Porrbiografer	Sexbiografer	Biografer som huvudsakligen visar pornografiska filmer. Det kan uttryckligen tillåtas eller informellt tolereras att besökare är nakna, onanerar eller har sex offentligt.	
homoit0000015	Afroamerikanska HBTQ+-personer		Afroamerikanska personer som också är hbtq+-personer. Följ individens preferens för afroamerikan eller svart när det är möjligt.	
homoit0000016	Afrokanadensiska hbtq+-personer		Hbtq+-personer av afrikansk härkomst födda i Kanada eller hbtq+-personer födda i afrikanska länder som bor i eller har en stark anknytning till Kanada. Används för individer som identifierar sig som afrokanadensare.	
homoit0000017	Afrokaribiska hbtq+-personer		Hbtq+-personer av afrikansk härkomst födda i Karibien eller hbtq+-personer födda i afrikanska länder som bor i eller har en stark anknytning till Karibien. Använd endast för personer som identifierar sig som afrokaribier.	
homoit0000018	Afroeuropeiska hbtq+-personer		Hbtq+-personer av afrikansk härkomst födda i europeiska länder eller hbtq+-personer födda i afrikanska länder som bor i eller har en stark anknytning till Europa. Använd endast för personer som identifierar sig som afroeuropéer.	
homoit0000019	Afrolatinska hbtq+-personer		Hbtq+-personer av afrikansk härkomst födda i latinamerikanska länder eller hbtq+-personer födda i afrikanska länder som bor i eller har en stark anknytning till Latinamerika. Använd endast för personer som identifierar sig som afrolatinos.	
homoit0000020	Sexuell myndighetsålder	Samtyckesålder||Byxmyndighet	Åldern vid vilken en person anses juridiskt kapabel att ge samtycke till sexuella handlingar. Samtyckesåldern varierar beroende på land, plats eller kultur.	
homoit0000021	Agenderpersoner		Personer som identifierar sig som könlösa eller som saknar kön.	
homoit0000022	Ageplay	Age play	Rollspel som innebär att personer antar rollen av en annan ålder, vanligtvis som barn, för nöjes skull eller erotisk njutning.	
homoit0000023	Agî		Filippinskt ord som både används med betydelsen ’hermafrodit’ och som en nedsättande term för bögar.	
homoit0000024	Hiv- och aidsaktivister		Personer som kampanjar för social och politisk förändring för personer som påverkas av hiv och aids.	
homoit0000025	Medvetenhet om hiv/aids		Aktivism, informationsinsatser och utbildning som syftar till att förebygga hiv/aids och motverka missuppfattningar om hiv och aids.	
homoit0000026	Informationscenter för hiv och aids	Informationscentrum om hiv/aids	Organisationer som arbetar med utbildning, förebyggande åtgärder och behandling av hiv och aids. Informationscenter för hiv och aids kan erbjuda rådgivning och hiv-testning.	
homoit0000027	Hiv- och aidsupplysning		Undervisning om hiv och aids, inklusive ämnen som aids-epidemins historia, smittspridning, förebyggande och behandling.	
homoit0000028	Aidsminneslapptäcken		Täcken skapade för att hedra personer som dött av aids-relaterade orsaker, sprida medvetenhet om aids-epidemin och erbjuda stöd och helande för de drabbade. Termen används ofta för att hänvisa till NAMES Project AIDS Memorial Quilt, startad av Cleve Jones 1985.	
homoit0000029	Aids-minnesmärken	Minneshögtider för hiv och aids	Projekt och evenemang som hyllar personer som dött av aids-relaterade orsaker.	
homoit0000030	Hiv- och aidsorganisationer		Gemenskapsbaserade organisationer som erbjuder stöd och arbetar för att stärka rättigheterna för personer som lever med eller påverkas av hiv och aids.	
homoit0000031	Hiv- occh aidstidskrifter		Tryckta eller digitala publikationer som publiceras regelbundet och är skapade av eller för personer med aids.	
homoit0000032	Hiv- och aidsfobi		Antagonism eller avsmak riktad mot individer med hiv och aids eller beteenden som uppfattas sätta en själv i riskzonen för att få hiv. Aidsfobi kan inkludera isolering, stereotyper, verbala trakasserier och fysisk våld.	
homoit0000033	ARC (AIDS-relaterat komplex)		Förkortning för AIDS-related complex, en term som användes tidigt under aids-epidemin för att beskriva personer med symtomatiska hiv-infektioner som ännu inte fått en formell aids-diagnos. Sedan år 2000 har termen till största delen övergivits i klinisk användning.	
homoit0000034	Röda bandet (aids/hiv)		Rött band som fungerar som en internationell symbol för medvetenhet om hiv och aids. Antogs först på 1990-talet inom Red Ribbon-projektet.	
homoit0000035	Akava'ine		Ett ord på maori från Cooköarna som refererar till transpersoner med maorisk härkomst från Cooköarna.	
homoit0000036	Sadomasochism		Erotisering av smärta och intensiv stimulans.	
homoit0000037	Ali		Tamilsk nedlåtande term för feminina bögar, kan översättas till hermafrodit.	
homoit0000038	Allierade		Personer i en privilegierad social position som stöttar, visar solidaritet med och verkar för att stärka marginaliserade grupper som de själva inte tillhör.	
homoit0000039	Alyha		Personer inom Mohavefolket i Nordamerika som tilldelats manligt kön vid födseln, uppvisar feminina drag och har möjlighet att leva som kvinnor i samhället, ofta med rollen som helare.	
homoit0000040	Amasoner		Rike av kvinnliga krigare från grekisk mytologi och den klassiska antiken. Från tidigmodern tid har deras namn blivit en beteckning för kvinnliga krigare i allmänhet samt en kulturell symbol inom lesbiska gemenskaper.	
homoit0000041	Analkulor		En sexleksak som används vid analsex och består av flera sammanlänkade kulor som förs in genom anus in i ändtarmen och sedan dras ut i varierande tempo för sexuell stimulans.	
homoit0000042	Analfisting		Sexuell aktivitet där en knytnäve förs in i anus.	
homoit0000043	Analsex		Sexuell aktivitet som involverar penetration av anus.	
homoit0000044	Androgenokänslighetssyndrom	Androgeninsensitivitetssyndrom	Personer som föds med androgenokänslighetssyndrom har XY-kromosomer och testiklar, men deras kroppar har varierande grad av okänslighet för androgener (inklusive testosteron). Det innebär att deras celler inte svarar typiskt på det testosteron de producerar. Liksom andra variationer i könskarakteristika är Androgenokänslighetssyndrom ett spektrum med underkategorierna fullständig (CAIS), partiell (PAIS) och mild androgenokänslighet (MAIS). Termen ”manligt androgenokänslighetssyndrom” bör inte användas för att beskriva denna variation eftersom många personer med androgenokänslighetssyndrom är kvinnor.	
homoit0000045	Androgyna personer		Personer med en ickebinär könsidentitet som inkluderar både maskulina och feminina drag.	
homoit0000046	Androgynos		En israelisk term som används i rabbinsk litteratur för att beskriva både en mytologisk intersexvarelse och en juridisk kategori.	
homoit0000047	Androgynitet		Kombinationen av maskulina och feminina egenskaper.	
homoit0000048	Anglikaner (hbtq+)		Hbtq+-personer som är anglikaner, det vill säga medlemmar i Anglikanska kyrkan, som är statskyrka i Storbritannien.	
homoit0000049	Rimming	Rimning||Analingus	Sexuell stimulering av anus med tungan eller munnen.	
homoit0000050	Anonymt sex		Sexuella möten mellan två eller fler personer som inte känner varandra, vanligtvis utan förväntan om framtida kontakt eller interaktion.	
homoit0000051	Diskriminering av bisexuella		Systematiskt orättvist eller fördomsfull behandling av bisexuella personer på grund av deras identitet, uttryck eller tillhörighet, vilket kan ta sig uttryck i begränsad tillgång till arbete, bostad eller rättsligt erkännande.	
homoit0000052	Våld mot bisexuella		Beteenden som innefattar fysiskt våld avsett att skada eller döda bisexuella personer på grund av deras identitet.	
homoit0000053	Diskrimineringslagstiftning		Lagstiftning som syftar till att förhindra diskriminering av skyddade grupper i arbetsliv, på bostadsmarknaden, inom utbildning och i andra samhällsområden.	
homoit0000054	Antifeminism		Motstånd mot vissa eller alla former av feminism.	
homoit0000055	Diskriminering av bögar	Diskriminering av homosexuella män	Systematiskt orättvist eller fördomsfull behandling av bögar på grund av deras identitet, uttryck eller tillhörighet, vilket kan ta sig uttryck i begränsad tillgång till arbete, bostad eller rättsligt erkännande.	
homoit0000056	Våld mot bögar	Våld mot homosexuella män	Beteenden som innefattar fysiskt våld avsett att skada eller döda bögar på grund av deras identitet.	
homoit0000057	Diskriminering av lesbiska		Systematiskt orättvist eller fördomsfull behandling av lesbiska på grund av deras identitet, uttryck eller tillhörighet, vilket kan ta sig uttryck i begränsad tillgång till arbete, bostad eller rättsligt erkännande.	
homoit0000058	Våld mot lesbiska		Beteenden som innefattar fysiskt våld avsett att skada eller döda lesbiska på grund av deras identitet.	
homoit0000059	Våld mot hbtq+-personer		Beteenden som innefattar fysiskt våld avsett att skada eller döda hbtq+-personer på grund av deras identitet.	
homoit0000060	Diskriminering av queera personer		Systematiskt orättvist eller fördomsfull behandling av queera personer på grund av deras identitet, uttryck eller tillhörighet, vilket kan ta sig uttryck i begränsad tillgång till arbete, bostad eller rättsligt erkännande.	
homoit0000061	Våld mot queera personer		Beteenden som innefattar fysiskt våld avsett att skada eller döda queera personer på grund av deras identitet.	
homoit0000062	Diskriminering av transpersoner		Systematiskt orättvist eller fördomsfull behandling av transpersoner (eller andra som uppfattas bryta mot könsnormer) på grund av deras könsidentitet och/eller könsuttryck vilket kan ta sig uttryck i begränsad tillgång till arbete, bostad eller rättsligt erkännande.	
homoit0000063	Våld mot transpersoner		Beteenden som innefattar fysiskt våld avsett att skada eller döda transpersoner på grund av deras identitet.	
homoit0000064	Penil agenesi	Aphallia	Personer med aphalia har en X- och en Y-kromosom (46XY), testiklar och föds utan penis. De producerar typiska nivåer av testosteron och utvecklar sekundära könskarakteristika kopplade till en typisk testosteronstyrd pubertet under tonåren.	
homoit0000065	Aravani		Indisk term för personer som identifierar sig som kvinnor fångade i manliga kroppar. Många föredrar andra termer, såsom hijra eller thirunangai.	
homoit0000066	Hbtq+-arkiv	Arkiv (hbtq+)	Samlingar av arkivmaterial och dokument relaterade till hbtq+-personer eller hbtq+-gemenskaper. Kan omfatta arkiv hos allt från lokala gemenskaper till statliga institutioner.	
homoit0000067	Aromantiska		Individer som i allmänhet inte upplever romantisk attraktion eller längtan efter romantiska relationer.	
homoit0000068	Arresteringar av hbtq+-personer		Institutioners eller myndigheters gripande och frihetsberövande av hbtq+-personer för att inskränka deras rörelsefrihet.	
homoit0000069	Insemination		Användning av spermier för att åstadkomma graviditet genom naturliga eller artificiella metoder, särskilt i samband med familjebildning för hbtq+-personer med spermiedonatorer.	
homoit0000070	Hbtq+-kulturutövare		Hbtq+-personer som utövar någon form av konstnärlig eller kreativ verksamhet.	
homoit0000071	Asexuella	Ace	Personer som generellt inte upplever sexuell attraktion eller lust. Används inte för att beskriva personer som praktiserar celibat eller avhållsamhet av religiösa eller kulturella skäl.	
homoit0000072	Ashtime		Term som används av Maale-folket i Etiopien för personer som tilldelats manligt kön vid födseln och som uppvisar feminina egenskaper. Det finns viss osäkerhet kring termens legitimitet.	
homoit0000073	Asiat-amerikaner (hbtq+)	Asiatisk-amerikanska hbtq+-personer	Hbtq+-personer av asiatisk härkomst, födda i USA eller i asiatiska länder, som bor i eller har en stark koppling till USA. Används endast för individer som själva identifierar sig som asiatisk-amerikaner.	
homoit0000074	Asiater (hbtq+)	Asiatiska hbtq+-personer	Hbtq+-personer av asiatisk härkomst, boende i Asien eller en del av den asiatiska diasporan. Används endast för personer som själva identifierar sig som asiatiska.	
homoit0000075	Autoerotisk kvävning		Medveten begränsning av sitt eget syreintag i syfte att uppnå sexuell upphetsning.	
homoit0000076	Anala samlag		Sexuell praktik där en penis eller en dildo förs in i anus.	
homoit0000077	AFAB	Assigned female at birth Tilldelat kvinnligt kön vid födseln Tillskrivet kvinnligt kön vid födseln	Tilldelning av kvinnligt kön eller en kvinnlig könsmarkör strax efter födseln.	
homoit0000078	Tilldelat kön vid födelsen	Kön tilldelat vid födseln||Kön tillskrivet vid födseln||Tillskrivet kön vid födseln||AGAB	Kön, vanligtvis ”flicka” eller ”pojke”, som tillskrivs ett barn vid födseln eller under ungdomen baserat på barnets uppfattade kön.	
homoit0000079	AMAB	Assigned male at birth Tilldelat manligt kön vid födseln Tillskrivet manligt kön vid födseln	Tilldelning av ett manligt kön eller en manlig könsmarkör strax efter födseln.	
homoit0000080	Normalisering		Sociala processer där idéer, egenskaper och beteenden kommer att uppfattas som ”normala” eller ”naturliga” och accepteras som sådana.	
homoit0000081	Anallekar	Analplay	All form av sexuell aktivitet som innefattar anal stimulering.	
homoit0000082	Ateister (hbtq+)		Hbtq+-personer som inte tror på Gud eller gudar.	
homoit0000083	Autoerotik		Aktivitet där en person sexuellt stimulerar sig själv.	
homoit0000084	Aversionsterapi (hbtq+)		Beteendeterapi som syftar till att ersätta positiva associationer kopplade till homosexualitet med negativa, exempelvis genom elchocker eller illamåendeframkallande läkemedel, i försök att förändra individens homosexuella läggning till en heterosexuell.	
homoit0000085	Aylonit		En israelisk term som används för att beskriva kvinnor med maskulina drag och som vanligen är infertila.	
homoit0000086	Bondage		Handling där kroppen binds eller begränsas, vanligtvis med rep, handbojor, tejp eller andra fästanordningar, i syfte att uppnå erotisk njutning eller en estetisk upplevelse.	
homoit0000087	Dark rooms	Backrooms||Darkrooms	Rum på nattklubbar, sexklubbar eller badhus där besökare diskret kan ha sex. Dark rooms var vanliga inslag i gaybarer och klubbar under 1960–80-talet och är fortfarande vanliga bland swingers idag.	
homoit0000088	Nyutkomna flator	Baby dykes||Babyflator	Nyutkomna lesbiska som identifierar sig som flator. Använd endast för personer som själva identifierar sig som flator.	
homoit0000089	Nyutkomna bögar	Baby gays	Nyutkomna bögar.	
homoit0000090	Bading		Nedsättande filippinsk term som syftar på bögar som crossdressar.	
homoit0000091	Bakia		Filippinsk term för personer som tilldelats manligt kön vid födseln och som antar feminina manér. Betraktas ofta som ett tredje kön.	
homoit0000092	Ballroomkultur	Ball culture	En subkultur som uppstod i början av 1900-talet i New York där framför allt afroamerikanska och latinamerikanska hbtq+-personer uppträder, kallat "walk", och tävlar om olika priser.	
homoit0000093	Disciplinbollar	Ballgags||Gags||Bollgags||Munkavle	Kulor av silikon, gummi eller andra material som spänns fast i en persons mun för att hindra dem från att tala, vanligtvis under sex.	
homoit0000094	Ballroomfamiljer	Ballroom houses||Ballroomhus	Inom ballroomkulturen är ballroomfamiljer (eller ”hus”/”houses”) valda familjer ledda av och namngivna efter etablerade medlemmar i gemenskapen (t.ex. House of Xtravaganza). Ledare för dessa familjer kallas vanligtvis ”mammor” eller ”pappor”, medan medlemmarna benämns som ”barn” och ”syskon”.	
homoit0000095	Banjier	Banjees	Term från 1980-talet (eller tidigare) som beskriver en viss typ av ung latinamerikansk eller afroamerikansk man som har sex med män och klär sig i en stereotyp maskulin urban stil.	
homoit0000096	Bantut		Filippinsk term för bögar som klär sig i kvinnokläder och/eller antar feminina manér.	
homoit0000097	Baptister (hbtq+)		Hbtq+-personer som är baptister.	
homoit0000098	Berdache		En nedsättande term skapad av västerländska antropologer för att generellt beskriva ursprungsfolk som uttrycker blandade könsroller. Bör endast användas i historiska sammanhang.	
homoit0000099	Barebacking		Sexuell praktik som innebär analsex utan att använda kondom.	
homoit0000100	Hbtq+-barer		Barer eller uteställen som främst besöks av hbtq+-personer.	
homoit0000101	Bayot		Nedsättande cebuansk term som används på Filippinerna för att beskriva feminina bögar eller maskulina kvinnor.	
homoit0000103	Kink-gemenskap	Kink-communityn||Kinkster-gemenskap||Kinkster-community	Ett brett begrepp som innefattar alla gemenskaper av personer med intresse för kink och fetischer, inklusive subkulturer som läder-, gummi- och latexgemenskaper.	
homoit0000104	Hbtq+-stränder		Stränder som är avsedda för hbtq+-personer eller som är kända för att ofta besökas av hbtq+-personer.	
homoit0000105	Björnar (bögkultur)		Slang som används för att beskriva håriga och stora eller muskulösa bögar.	
homoit0000106	Beteendeterapi		Terapeutiska metoder och behandlingar med ursprung i kognitiv psykologi som syftar till att identifiera och eventuellt förändra beteenden som uppfattas som självdestruktiva eller ohälsosamma. Inkluderar beteendeterapi med syfte att förändra en individs sexuella eller könsrelaterade identitet eller uttryck.	
homoit0000108	Bi+-personer		Personer som inte enbart är sexuellt och/eller romantiskt attraherade av personer av ett enda biologiskt kön (inkluderar bisexuella, queera, pansexuella och flytande identiteter).	
homoit0000109	Hatbrott		Brott som begås med motiv kopplat till offrets faktiska eller uppfattade ras, nationalitet, religion, sexuella identitet, könsidentitet eller funktionsnivå.	
homoit0000110	Bigender-identitet		Term som används för att beskriva identiteter hos personer som har två kön.	
homoit0000111	Bigender-personer		Personer som identifierar sig med två kön, antingen samtidigt eller mer flytande.	
homoit0000112	Intolerans mo hbtq+-personer		Ovillighet att acceptera eller bekräfta hbtq+-personer eller deras identiteter i attityd eller handling.	
homoit0000113	Binabae		Tagalog-term för individer som har både manliga och kvinnliga egenskaper.	
homoit0000114	Binding (bröstkorg)		Att platta till eller dölja bröstområdet med hjälp av åtsittande tröja, band eller liknande material. En praktik som oftast används av transmän och transmaskulina personer.	
homoit0000115	Essentialism		Praktiken att definiera vissa kategorier genom påstått universella eller fasta egenskaper eller kännetecken (t.ex. att definiera kvinnor utifrån ”kvinnliga” genitalier).	
homoit0000116	Biologiskt föräldraskap		Erfarenheten av att vara biologisk förälder till ett barn. Denna relation kan vara genetisk, gestationell (att vara den bärande föräldern) eller båda.	
homoit0000117	Bifobi		Fientlighet eller avsmak riktad mot bisexualitet som identitet eller mot bisexuella personer på grund av deras sexualitet. Bifobi kan innefatta förnekelse av bisexualitetens existens, stereotyper, verbala trakasserier och fysiskt våld.	
homoit0000118	Födelseattesttillägg		Formella ändringar av en individs födelsebevis, vanligtvis för att återspegla en förändring av individens juridiska namn eller könsmarkör. Förekommer inte i Sverige.	
homoit0000119	Födelseattest	Födelsebevis	Juridiska dokument som utfärdas för att registrera en individs födelse, vanligtvis inkluderande identifierande information såsom namn, tilldelat kön eller könsmarkör, födelsedatum och plats samt föräldraskap. Födelseattester utfärdas inte i Sverige.	
homoit0000120	Kön tilldelat vid födseln	Kön tilldelat vid födseln||Kön tillskrivet vid födseln||Tilldelat kön||Tillskrivet kön||Tillskrivet kön vid födseln	Det juridiska kön som registreras i samband med födelse i certifikat och register. Kan också syfta på de könsroller och förväntningar som är knutna till detta kön.	
homoit0000121	Förstaföräldrar	Bioföräldrar	Biologiska eller genetiska föräldrar till ett eller flera barn som har placerats för adoption.	
homoit0000122	Bisexuell aktivism		Direkt aktion och organisering för att uppnå politisk eller social förändring och acceptans för bisexuella personer.	
homoit0000123	Bisexuella afroamerikaner		Bisexuella personer av afrikansk härkomst födda i USA eller bisexuella personer födda i afrikanska länder som bor i eller har en stark anknytning till USA. Används för individer som identifierar sig som afroamerikaner. Följ individens preferens för afroamerikan eller svart när det är möjligt.	
homoit0000124	Bisexuella afrokanadensare		Bisexuella personer av afrikansk härkomst födda i Kanada eller bisexuella personer födda i afrikanska länder som bor i eller har en stark anknytning till Kanada. Används för individer som identifierar sig som afrokanadensare.	
homoit0000125	Bisexuella afrokaribier		Bisexuella personer av afrikansk härkomst födda i Karibien eller bisexuella personer födda i afrikanska länder som bor i eller har en stark anknytning till Karibien. Används endast för personer som identifierar sig som afrokaribier.	
homoit0000126	Bisexuella afroeuropéer		Bisexuella personer av afrikansk härkomst födda i europeiska länder eller bisexuella personer födda i afrikanska länder som bor i eller har en stark anknytning till Europa. Använd endast för personer som identifierar sig som afroeuropéer.	
homoit0000127	Bisexuella afrolatinos		Bisexuella personer av afrikansk härkomst födda i latinamerikanska länder eller bisexuella personer födda i afrikanska länder som bor i eller har en stark anknytning till Latinamerika. Använd endast för personer som identifierar sig som afrolatinos.	
homoit0000128	Bisexuella arkiv		Samlingar av arkivmaterial och dokument relaterade till bisexuella personer eller bisexuella gemenskaper. Kan omfatta arkiv hos allt från lokala gemenskaper till statliga institutioner.	
homoit0000129	Bisexuella kulturutövare		Bisexuella personer som utövar någon form av konstnärlig verksamhet.	
homoit0000130	Bisexuella asiat-amerikaner	Asiatisk-amerikanska bisexuella personer	Bisexuella personer av asiatisk härkomst, födda i USA eller i asiatiska länder, som bor i eller har en stark koppling till USA. Används endast för individer som själva identifierar sig som asiat-amerikaner.	
homoit0000131	Bisexuella asiater	Asiatiska bisexuella personer	Bisexuella personer av asiatisk härkomst, boende i Asien eller en del av den asiatiska diasporan. Används endast för personer som själva identifierar sig som asiatiska.	
homoit0000132	Bisexuella ateister		Bisexuella personer som är ateister.	
homoit0000133	Bisexuella barer		Barer eller uteställen som främst riktar sig till bisexuella personer.	
homoit0000134	Bisexuella stränder		Stränder som är avsedda för bisexuella personer eller som är kända för att ofta besökas av bisexuella personer.	
homoit0000135	Svarta bisexuella personer		Svarta personer som är bisexuella. Används endast för individer som själva identifierar sig som svarta. Följ individens preferens för att använda svart eller diasporaidentitet som t.ex. afroeuropé när det är möjligt.	
homoit0000136	Bisexuella bokaffärer		Bokhandlar som säljer material riktat till bisexuella personer eller som behandlar ämnen relaterade till bisexualitet.	
homoit0000137	Bisexuella pojkar		Pojkar (vanligtvis barn eller unga under 18 år) som är bisexuella.	
homoit0000138	Bisexuella buddister		Bisexuella personer som är buddister.	
homoit0000139	Bisexuella karaktärer		Karaktärer i kreativa verk som är bisexuella.	
homoit0000140	Bisexuella barn		Bisexuella personer som ännu inte har nått tonåren.	
homoit0000141	Bisexuella kristna		Bisexuella personer som är kristna.	
homoit0000142	Bisexuella religiösa ledare	Bisexuella med religiösa ämbeten	Bisexuella personer som är prästvigda eller innehar religiösa ämbeten, särskilt inom kristendomen.	
homoit0000143	Bisexuella gemenskaper	Bisexuella communityn	Grupper av personer som delar erfarenheten av att vara bisexuella.	
homoit0000144	Bisexuella community centers	Föreningslokaler för bisexuella||Träffpunkter för bisexuella	Mötesplatser för bisexuella gemenskaper där personer träffas för sociala, utbildningsrelaterade, fritids- eller organisatoriska aktiviteter.	
homoit0000145	Bisexuella par		Parrelationer där båda parterna är bisexuella.	
homoit0000146	Bisexuella döttrar		Döttrar som identifierar sig som bisexuella.	
homoit0000147	Bisexuella informationscentrum	Informationscentrum för bisexuella	Institutioner som tillhandahåller utbildning, stöd och information om bisexualitet och bisexuella gemenskaper för bisexuella personer.	
homoit0000148	Bisexuella dominatrixer	Bisexuella dominor	Bisexuella personer som intar en dominant roll inom BDSM och/eller i maktutbytesrelationer med en dominant/underordnad dynamik. Termen används främst av feminint identifierade personer.	
homoit0000149	Bisexuell dramatik	Bisexuell scenkonst	Fiktion avsedd för sceniskt framförande med bisexuella gestalter eller teman.	
homoit0000150	Bisexuella familjer		Familjer – biologiska, adoptiva eller valda – där en eller flera personer identifierar sig som bisexuella.	
homoit0000151	Bisexuell skönlitteratur		Litterära verk som beskriver fiktiva händelser eller personer. Används för skönlitteratur med bisexuella karaktärer eller teman.	
homoit0000152	Bisexuella flickor	Bisexuella tjejer	Flickor (vanligtvis barn eller ungdomar under 18 år) som är bisexuella.	
homoit0000153	Bisexuell identitet		Term som används för att beskriva den sexuella identiteten hos personer som är romantiskt och/eller sexuellt attraherade av personer av mer än ett kön och som föredrar termen bisexuell framför alternativ såsom pansexuell eller polysexuell.	
homoit0000154	Bisexuella judar	Judiska bisexuella	Bisexuella personer som är judar.	
homoit0000155	Bisexuella latines	Latino/a/x bisexuella	Bisexuella personer som är latinamerikaner och som själva identifierar sig som latines (latino, latina eller latinx). Blanda inte ihop med chicano/a/x eller hispanic.	
homoit0000156	Bisexuella bibliotek		Bibliotek som samlar material som främst rör bisexuella personer eller är avsett att användas av bisexuella personer.	
homoit0000157	Bisexuell litteratur		Skrivna litterära verk om bisexualitet, bisexuella karaktärer eller bisexuella teman.	
homoit0000158	Blandäktenskap (sexuell läggning)	Konventionsäktenskap	Äktenskap mellan personer med olika sexuell läggning (t.ex. bisexuell och heterosexuell, allosexuell och asexuell).	
homoit0000159	Dominanta bisexuella		Bisexuella personersom intar en dominant roll inom BDSM och/eller i maktutbytesrelationer med en dominant/underordnad dynamik.	
homoit0000160	Bisexuella män		Män som identifierar sig som bisexuella.	
homoit0000161	Bisexuella härskarinnor	Bisexuella mistresses	Bisexuella personer som intar en dominerande roll inom BDSM och/eller i maktutbytesrelationer med en härskarinna/undergiven-dynamik. Termen används främst av feminint identifierade personer.	
homoit0000162	Bisexuella rörelser		Samlingsterm för aktivism med fokus på bisexuella personers rättigheter och de frågor som påverkar bisexuellas gemenskaper.	
homoit0000163	Bisexuella museer		Institutioner som ägnar sig åt insamling, utställning, bevarande och konservering av material som rör bisexualitet, bisexuella personer eller bisexuell historia.	
homoit0000164	Bisexuella muslimer		Bisexuella personer som är muslimer.	
homoit0000165	Bisexuella ursprungsamerikaner		Personer som tillhör ursprungsfolken i det kontinentala USA och Kanada (exklusive inuiter) och som identifierar sig som bisexuella. Använd mer specifika termer där det är möjligt.	
homoit0000166	Bisexuella nyhetsbrev		Seriella tryckta eller digitala tidskrifter skapade av eller för bisexuella personer, ofta i syfte att dela nyheter och information relaterad till bisexuella gemenskaper och bisexuella frågor.	
homoit0000167	Bisexuella tidningar		Seriella tryckta eller digitala publikationer om bisexualitet eller bisexuella frågor (vanligtvis producerade av bisexuella personer eller organisationer) som innehåller nyheter, artiklar, krönikor, korrespondens och annonser.	
homoit0000168	Bisexuella hedningar	Bisexuella nyhedningar	Bisexuella personer som tillhör polyteistiska religioner, eller andra religioner utanför den dominerande kulturen, som ofta innefattar naturdyrkan och/eller det heliga feminina, såsom wicca, druidism, hednisk tro m.m. Används för bisexuella som själva identifierar sig som hedningar.	
homoit0000169	Bisexuella föräldrar		Föräldrar som är bisexuella.	
homoit0000170	Bisexuella		Personer som är romantiskt och/eller sexuellt attraherade av mer än ett kön och som identifierar sig som bisexuella. Används inte för att beskriva pansexuella eller polysexuella personer om de inte också använder termen bisexuell.	
homoit0000171	Bisexuella inom militären		Bisexuella personer som tjänstgör inom nationella försvarsstyrkor.	
homoit0000172	Bisexuella icke-vita	Bisexuella POC||Bisexuella people of color	Bisexuella som inte är vita och som identifierar sig som icke-vita/people of color.	
homoit0000173	Föräldrar till bisexuella		Personer som fungerar som föräldrar till en eller flera bisexuella personer. För föräldrar som själva är bisexuella, använd termen ”Bisexuella föräldrar”.	
homoit0000174	Bisexuell poesi	Bisexuell lyrik	Lyriska verk med fokus på på bisexuella karaktärer, teman eller identitet.	
