identifier	prefLabel	altLabel	description	historyNote
homoit0003349	Unitarios universalistas gay	Hombres unitarios universalistas gay||Hombres gay unitarios universalistas	Hombres gay que son miembros de la Iglesia Unitaria Universalista.	
homoit0003211	Sitios web gay		Páginas web públicas que tratan principalmente sobre comunidades y temas gay, así como páginas web destinadas a hombres gay.	
homoit0003461	Sobrevivientes jóvenes gay de bullying		Jóvenes gay de entre 12 y 18 años que han sufrido y sobrevivido al acoso debido a su identidad sexual. Siga la preferencia de la persona por "víctimas" o "sobrevivientes" siempre que sea posible.	
homoit0003475	Víctimas jóvenes gay de bullying		Hombres gay entre 12 y 18 años que han sufrido acoso debido a su identidad de género o sexual y pueden o no haber sobrevivido. Siga la preferencia de la persona por "víctimas" o " sobrevivientes" siempre que sea posible.	
homoit0003512	Terapia de conversión de género	Terapia de conversion de género||Terapia de conversión para personas trans||Terapia de conversación para personas transgénero||Terapia de reorientacion de género||Terapia de conversión trans||Terapia de conversión transgénero	Esfuerzos por cambiar la identidad de género de una persona transgénero o no binaria para que se ajuste a las normas cisgénero, normalmente bajo la creencia de que su identidad es peligrosa y/o el resultado de una enfermedad mental o un trauma. Los procesos implicados en la terapia de conversión incluyen entrenamiento de visualización, intervenciones espirituales y otros tratamientos de aversión.	
homoit0003503	Prohibiciones de cambio de marcas de género	Prohibiciones de cambio en documentos legales	Leyes o políticas instituidas para impedir que las personas trans y no binarias cambien la marca de género de su certificado de nacimiento, licencia de conducir, pasaporte u otros documentos legales.	
homoit0003507	Girls' Love (género)	GL||Girls' love||Amor de chicas	Un género literario que se centra en las relaciones románticas o sexuales entre personajes femeninos en anime, dramas, cómics, novelas y películas. El término se utiliza habitualmente para describir los productos mediáticos procedentes de Asia.	
homoit0003269	Académicos grisrománticos	Profesores de universidad grisrománticos||Investigadores grisrománticos||Académicas grisrománticas||Profesoras de universidad grisrománticas||Investigadoras grisrománticas||	Investigadores y/o educadores grisrománticos que trabajan en la enseñanza superior.	
homoit0003441	Pintores grisrománticos		Personas grisrománticas que pintan, ya sea profesionalmente o por afición.	
homoit0003458	Fotógrafos grisrománticos		Personas grisrománticas que toman fotografías, ya sea profesionalmente o por afición.	
homoit0003205	Solidaridad grisromántica		Un sentido de compañerismo y unidad general de propósito, interés político y/o simpatías comunitarias basadas en experiencias compartidas como personas grisrománticas.	
homoit0003253	Docentes grisrománticos	Profesoras grisrománticas||Profesores grisrománticos	Docentes o profesores que se autoidentifican como grisrománticos.	
homoit0003357	Unitarios universalistas grisrománticos	Personas unitarias universalistas grisrománticas||Unitarias universalistas grisrománticas	Personas grisrománticas que son miembros de la Iglesia Unitaria Universalista.	
homoit0003219	Sitios web grisrománticos		Páginas web públicas que tratan principalmente sobre comunidades y temas grisrománticos, así como páginas web destinadas a personas grisrománticas.	
homoit0003470	Sobrevivientes jóvenes grisrománticos de bullying	Sobrevivientes jóvenes grisrománticas de bullying	Jóvenes grisrománticos de entre 12 y 18 años que han sufrido y sobrevivido al acoso debido a su identidad sexual. Siga la preferencia de la persona por "víctimas" o "sobrevivientes" siempre que sea posible.	
homoit0003484	Víctimas jóvenes grisrománticas de bullying		Jóvenes grisrománticos entre 12 y 18 años que han sufrido acoso debido a su identidad de género o sexual y pueden o no haber sobrevivido. Siga la preferencia de la persona por "víctimas" o " sobrevivientes" siempre que sea posible.	
homoit0003408	Personas no binarixs guyaratíes	Personas guyaratíes no binarias||Guyaratíes no binarixs||No binarixs guyaratíes	Personas no binarias que residen en o son descendientes de las personas indígenas del estado indio de Gujarat.	Para reconocer su marginación múltiple, los términos para las personas de color que son LGBTQ+ utilizan el siguiente formato: identidad sexual o de género seguida de identidad racial o étnica (por ejemplo, lesbianas negras).
homoit0000612	Arneses		Accesorios que se pueden llevar puestos y que suelen consistir en correas de cuero y anillas o puntos de sujeción metálicos. Pueden llevarse como adorno de moda, para indicar la pertenencia a las comunidades de cuero o BDSM, o durante las relaciones sexuales para restringir el movimiento, aumentar el placer y/o permitir la fijación de un accesorio sexual, como un consolador.	
homoit0003409	Personas no binarixs haryanvi	Personas haryanvi no binarias||Haryanvi no binarixs||No binarixs haryanvi	Personas no binarias que son indígenas o son descendientes de personas indígenas de lo que hoy es el estado de Haryana. Este término también es aplicable a quienes actualmente residen en Haryana.	
homoit0003514	Atención médica para niños y jóvenes transgénero	Cuidado médico para niños y jóvenes transgénero||Cuidado médico para niñxs y jóvenes transgénero||Atención médica para niñxs y jóvenes transgénero||Cuidado médico para niños y jóvenes trans||Cuidado médico para niñxs y jóvenes trans||Atención médica para niñxs y jóvenes trans||Atención médica para niños y jóvenes trans	Medidas organizadas tomadas para el mantenimiento o mejora de la salud a través de la prevención, diagnóstico y/o tratamiento de problemas de salud física y mental que enfrentan los niños y jóvenes transgénero. Esto incluye, entre otros, el acceso a terapia y asesoramiento legal y seguro, tratamiento hormonal y cirugía de afirmación de género.	
homoit0002841	Modelo Hopkins	Hopkins model||Concealment centered model	Modelo de atención al paciente que se popularizó en la década de los 1950. En este modelo, se utiliza a los padres para decidir rápidamente una asignación de género para su bebé intersexual, bajo el supuesto de que el niño se identificaría con el género con el que le criaran sus padres. Si más tarde el niño se desviaba del género asignado, se animaba a los padres a «corregir» verbal y físicamente al niño y hacer cumplir las normas de género. En la práctica, esto se plasmaba en cirugías genitales innecesarias, tratamientos hormonales irreversibles y deshonestidad por parte de los padres. Ahora se prefiere un modelo centrado en el paciente, en el que se permite al niño intersexual crecer y tomar sus propias decisiones en cuanto a su género y opción quirúrgica.	
homoit0003333	Personas no binarias indígenas	Personas indígenas no binarias||Indígenas no binarixs||No binarixs indígenas	Personas no binarixs que forman parte de un pueblo indígena o grupo étnico culturalmente distinto cuyos miembros descienden directamente de los primeros habitantes conocidos de una región en particular y, hasta cierto punto, mantienen el idioma y la cultura de ese pueblo. Utilícese únicamente para describir a personas que se autoidentifican como indígenas; utilícese términos más específicos siempre que sea posible.	
homoit0003270	Académicos intersexuales	Profesores de universidad intersexuales||Investigadores intersexuales||Académicas intersexuales||Profesoras de universidad intersexuales||Investigadoras intersexuales||Académicos intersex||Académicas intersex	Investigadores y/o educadores intersexuales que trabajan en la enseñanza superior.	
homoit0003497	Literatura infantil intersexual	Literatura intersexual infantil||Literatura infantil intersex	Obras literarias escritas para un público de lectores de hasta 12 años de edad, también conocidas como literatura infantil. Se utiliza en referencia a la literatura infantil centrada en personajes o temas intersexuales.	
homoit0003435	Pintores intersexuales	Pintoras intersexuales	Personas intersexuales que pintan, ya sea profesionalmente o por afición.	
homoit0003452	Fotógrafos intersexuales	Fotógrafas intersexuales	Personas intersexuales que toman fotografías, ya sea profesionalmente o por afición.	
homoit0003201	Solidaridad intersexual		Un sentido de compañerismo y unidad general de propósito, interés político y/o simpatías comunitarias basadas en experiencias compartidas como personas intersexuales.	
homoit0003254	Docentes intersexuales	Profesoras intersexuales||Profesores intersexuales||Profesoras intersex||Profesores intersex||Docentes intersex	Docentes o profesores que se autoidentifican como intersexuales.	
homoit0003355	Unitarios universalistas intersexuales	Personas unitarias universalistas intersexuales||Personas unitarias universalistas intersex||Unitarios universalistas intersex||Unitarias universalistas intersex||Unitarias universalistas intersexuales	Personas intersexuales que son miembros de la Iglesia Unitaria Universalista.	
homoit0003215	Sitios web intersexuales		Páginas web públicas que tratan principalmente sobre comunidades y temas intersexuales, así como páginas web destinadas a personas intersexuales.	
homoit0003465	Sobrevivientes jóvenes intersexuales de bullying	Sobrevivientes jóvenes intersex de bullying	Jóvenes intersexuales de entre 12 y 18 años que han sufrido y sobrevivido al acoso debido a su identidad sexual. Siga la preferencia de la persona por "víctimas" o "sobrevivientes" siempre que sea posible.	
homoit0003479	Víctimas jóvenes intersexuales de bullying	Víctimas jóvenes intersex de bullying	Jóvenes intersexuales de entre 12 y 18 años que han sufrido acoso debido a su identidad sexual y pueden o no haber sobrevivido. Seguir la preferencia del la persona por "víctimas" o "sobrevivientes" siempre que sea posible.	
homoit0003410	Personas no binarixs inuit	Personas inuit no binarias||Inuit no binarixs||No binarixs inuit	Personas no binarixs que son inuit o que son parte de varios pueblos indígenas que habitan los territorios ancestrales inuit en las regiones árticas o subárticas de Groenlandia, Canadá y Alaska. Utilícese únicamente para personas que se identifiquen como inuit.	
homoit0002848	Deficiencia aislada de 17,20-liasa		Las personas con deficiencia aislada de 17,20-liasa tienen una de las diversas variaciones específicas en sus genes que hacen que sus cuerpos produzcan cantidades de testosterona inferiores a las típicas. Pueden nacer con genitales que no se parecen a un pene típico y sus testículos pueden ser descendidos o no descendidos. En la adolescencia, es posible que no experimenten todos los cambios relacionados con una pubertad típica de testosterona porque su variación afecta a su producción hormonal.	
homoit0003411	Personas no binarias judías	Personas judías no binarias||Judíxs no binarixs||No binarixs judíxs	Personas no binarixs que son judías.	
homoit0000683	Jizz		Término de la jerga para semen; usado principalmente en Estados Unidos	
homoit0003412	Personas no binarias kalash	Personas kalash no binarias||Kalash no binarixs||No binarixs kalash	Personas no binarixs que pertenecen al pueblo indígena Kalasha y residen en el distrito Chitral de la provincia Khyber-Pakhtunkhwa en Pakistán.	
homoit0003413	Personas no binarias kānaka maolis	Personas kānaka maolis no binarias||Kānaka maolis no binarixs||No binarixs kānaka maolis	Personas no binarias que pertenecen al pueblo indígena mokupuni o hawai‘i, o a las islas hawaianas. Utilícese únicamente para describir a las personas que se identifiquen como kānaka maoli.	
homoit0003414	Personas no binarias cachemires	Personas cachemires no binarias||Cachemires no binarixs||No binarixs cachemires	Personas no binarias que viven en o son descendientes de las personas nativas del valle de Cachemira en el subcontinente indio.	
homoit0003415	Personas no binarias kho	Personas kho no binarias||Kho no binarixs||No binarixs kho	Personas no binarias que pertenecen a o son descendientes de las personas nativas de los distritos de Chitral y Ghizer del actual Pakistán.	
homoit0003505	Kiki (reunión social)	Kiki	Término de la jerga para describir una reunión de amigos con el fin de charlar y chismear. El término surgió en la década de 1990 en los salones de ballroom de Nueva York y se popularizó con la canción de 2012 «Let's Have a Kiki» de Scissor Sisters. No confundir con el término «Ky-ky (rol de género)», a veces también deletreado «Kiki», que se refiere a lesbianas que no se identifican ni como marimachos ni como femmes.	
homoit0003416	Personas no binarias konkanis	Personas konkanis no binarias||Konkanis no binarixs||No binarixs konkanis	Personas no binarias que pertenecen a o son descendientes de las personas nativas de la región Konkan del subcontinente indio, y que hablan cualquiera de los dialectos de la lengua konkani.	
homoit0003417	Personas no binarias kumaonis	Personas kumaonis no binarias||Kumaonis no binarixs||No binarixs kumaonis	Personas no binarias que viven principalmente en la región de Kumaon, en el Himalaya indio. También pueden hablar la lengua kumaoni como su primera lengua.	
homoit0003418	Personas no binarias kutchis	Personas kutchis no binarias||Kutchis no binarixs||No binarixs kutchis	Personas no binarias que pertenecen a o son descendientes de las personas nativas del distrito Konkan del estado indio de Guyarat y la región Sind de Pakistán.	
homoit0003506	Ky-ky (rol de género)	Ky-ky	Término de la jerga que surgió en la década de 1940 para describir a las lesbianas que no se identifican como marimacha o femme. No confundir con el término «Kiki (Reunión social), que se refiere a una reunión de amigos.	
homoit0003419	Personas no binarixs Latinx	Personas latinas no binarias||Latines no binaries||Latinxs no binarixs||Latinos no binarios	Personas latinoamericanas que son no binarias; utilícese únicamente para describir a personas que se autoidentifican como latinos, latinas o latinxs. No debe confundirse con chicano/a/x o hispano/a/x.	
homoit0003515	Lingüística LGBTQ+	Lavender linguistics||Lingüística (LGBTQ)||Lingüística lavanda	El estudio del lenguaje utilizado por los miembros de las comunidades LGBTQ+.	
homoit0000701	Pánico lavanda	Lavender scare||Terror lavanda||Terror lila	Término utilizado para describir la purga de lesbianas y hombres gay en el gobierno estadounidense a mediados del siglo XX como resultado del pánico moral incitado por Joseph McCarthy y otras personas.	
homoit0003271	Académicas lesbianas	Profesoras de universidad lesbianas||Investigadoras lesbianas||Profesoras lesbianas	Investigadores y/o educadores lesbiana que trabajan en la enseñanza superior.	
homoit0003490	Literatura infantil lésbica	Literatura lésbica infantil	Obras literarias escritas para un público de lectores de hasta 12 años de edad, también conocidas como literatura infantil. Se utiliza en referencia a la literatura infantil centrada en personajes o temas lésbicos.	
homoit0003428	Novelas gráficas lésbicas		Obras que consisten en imágenes secuenciales, a menudo acompañadas de texto, que generalmente contienen historias independientes; utilizado en referencia a novelas gráficas que se centran en personajes o temas lésbicos.	
homoit0003228	Musicales lésbicos		Películas o producciones teatrales en las que el canto y/o el baile son elementos imprescindibles. Utilícese para musicales creados por directoras lesbianas o que son considerados importantes dentro de la cultura lésbica.	
homoit0003516	Pintoras lesbianas		Lesbianas que pintan, ya sea profesionalmente o por afición.	
homoit0003447	Fotógrafas lesbianas		Lesbianas que toman fotografías, ya sea profesionalmente o por afición.	
homoit0003196	Solidaridad lésbica		Un sentido de compañerismo y unidad general de propósito, interés político y/o simpatías comunitarias basadas en experiencias compartidas como lesbianas.	
homoit0003255	Docentes lesbianas	Profesoras lesbianas	Docentes o profesoras que se autoidentifican como lesbianas.	
homoit0003348	Unitarias universalistas lesbianas	Lesbianas unitarias universalistas	Lesbianas que son miembros de la Iglesia Unitaria Universalista.	
homoit0003210	Sitios web lésbicos		Páginas web públicas que tratan principalmente sobre comunidades y temas lésbicos, así como páginas web destinadas a lesbianas.	
homoit0003462	Sobrevivientes jóvenes lesbianas de bullying		Jóvenes lesbianas de entre 12 y 18 años que han sufrido y sobrevivido al acoso debido a su identidad sexual. Siga la preferencia de la persona por "víctimas" o "sobrevivientes" siempre que sea posible.	
homoit0003476	Víctimas jóvenes lesbianas de bullying		Jóvenes lesbianas de entre 12 y 18 años que han sufrido acoso debido a su identidad de género o sexual y pueden o no haber sobrevivido. Siga la preferencia de la persona por "víctimas" o "sobrevivientes" siempre que sea posible.	
homoit0003263	Académicos LGBTQ+	Académicos (LGBTQ)||Profesores de universidad LGBTQ+||Investigadores LGBTQ+||Académicas LGBTQ+||Académicas (LGBTQ)||Profesoras de universidad LGBTQ+||Investigadoras LGBTQ+||	Investigadores y/o educadores LGBTQ+ que trabajan en la enseñanza superior.	
homoit0000819	Padres y madres biológicos LGBTQ+	Padres y madres biológicos LGBTQ	Padres biológicos o genéticos que son personas LGBTQ+. Para contextos de adopción, utilícese padres biológicos LGBTQ+.	
homoit0003488	Literatura infantil LGBTQ+	Literatura LGBTQ+ infantil||Literatura infantil (LGBTQ)	Obras literarias escritas para un público de lectores de hasta 12 años de edad, también conocidas como literatura infantil. Se utiliza en referencia a la literatura infantil centrada en personajes o temas LGBTQ+.	
homoit0003511	Pintores LGBTQ+	Pintores (LGBTQ)||Pintoras (LGBTQ)||Pintoras LGBTQ+	Personas LGBTQ+ que pintan, ya sea profesionalmente o por afición.	
homoit0003446	Fotógrafos LGBTQ+	Fotógrafos LGBTQ||Fotógrafos (LGBTQ)||Fotógrafas LGBTQ+||Fotógrafas LGBTQ||Fotógrafas (LGBTQ)	Personas LGBTQ+ que toman fotografías, ya sea profesionalmente o por afición.	
homoit0003246	Banderas del orgullo LGBTQ+	Banderas del orgullo	Banderas que representan identidades sexuales, identidades de género y orientaciones románticas que entran dentro del ámbito LGBTQ+, así como banderas que representan subculturas y comunidades LGBTQ+.	
homoit0003262	Turismo sexual LGBTQ+	Turismo sexual (LGBTQ)	La práctica de viajar con la intención de solicitar trabajo sexual, normalmente para permitir a personas LGBTQ+ o curiosas explorar encuentros sexuales que son ilegales o están estigmatizados en sus países de origen. El turismo sexual suele plantear problemas éticos, como la brecha económica entre turistas y residentes, las diferencias en las leyes sobre la edad de consentimiento en todo el mundo y la aplicación selectiva de las leyes contra el trabajo sexual por parte de la policía.	
homoit0003195	Solidaridad LGBTQ+	Solidaridad (LGBTQ)	Un sentido de compañerismo y unidad general de propósito, interés político y/o simpatías comunitarias basadas en experiencias compartidas como personas LGBTQ+.	
homoit0003247	Docentes LGBTQ+	Profesores (LGBTQ)||Profesoras LGBTQ+||Profesoras (LGBTQ)||Docentes (LGBTQ)	Docentes o profesores que se autoidentifican como LGBTQ+.	
homoit0003279	Guías de viaje LGBTQ+	Guías de turismo LGBTQ+||Libros guías LGBTQ+||Libros de viaje LGBTQ+||Guías de viaje (LGBTQ)	Libros u otros recursos de información sobre lugares diseñados para el uso de visitantes o turistas LGBTQ+, normalmente para dirigir a los viajeros a establecimientos o atracciones que son propiedad de, están abiertos a o son frecuentados por personas LGBTQ+. Las guías de viaje LGBTQ+ también pueden dirigir a los viajeros a lugares seguros o negocios en lugares donde las personas LGBTQ+ no están seguras o están criminalizadas, así como a lugares utilizados habitualmente para el cruising o para buscar parejas sexuales ocasionales.	
homoit0003347	Unitarios universalistas LGBTQ+	Personas unitarias universalistas LGBTQ+||Unitarias universalistas LGBTQ+	Personas LGBTQ+ que son miembros de la Iglesia Unitaria Universalista.	
homoit0003460	Sobrevivientes jóvenes LGBTQ+ de bullying	Sobrevivientes jóvenes (LGBTQ) de bullying	Jóvenes LGBTQ+ de entre 12 y 18 años que han sufrido y sobrevivido al acoso debido a su identidad sexual. Siga la preferencia de la persona por "víctimas" o "sobrevivientes" siempre que sea posible.	
homoit0003474	Víctimas jóvenes LGBTQ+ de bullying	Víctimas jóvenes (LGBTQ) de bullying	Jóvenes LGBTQ+ de entre 12 y 18 años que han sufrido acoso debido a su identidad de género o sexual y pueden o no haber sobrevivido. Siga la preferencia de la persona por "víctimas" o "sobrevivientes" siempre que sea posible.	
homoit0002864	Insensibilidad a la hormona luteinizante		Las personas con cromosomas XY e insensibilidad a la hormona luteinizante desarrollan la variante hipoplasia de células de Leydig. Dado que las personas con cromosomas XX no suelen producir células de Leydig para empezar, alguien con cromosomas XX que tenga una insensibilidad genética a la hormona luteinizante no se verá afectado de la misma forma. Una persona con cromosomas XX cuyo organismo no responda a la hormona luteinizante no suele presentar diferencias perceptibles al nacer, pero es posible que sus ovarios no produzcan folículos fértiles (óvulos) y que no menstrúe.	
homoit0003256	Docentes mahu	Profesoras mahu||Profesores mahu	Docentes o profesores que son mahu.	
homoit0003420	Personas no binarias maldivas	Maldivxs no binarixs||No binarixs maldivxs	Personas no binarias que pertenecen a o son descendientes de las personas nativas de las Maldivas (incluyendo la isla Minicoy) y que hablan el idioma maldivo.	
homoit0002061	De centro masculino	De centro masc||Masculine of center||Masculino de centro	Término utilizado para describir a las personas cuya expresión de género es más masculina que andrógina. Generalmente, se utiliza como autodescriptor en las comunidades LGBTQ+.	
homoit0003272	Académicos megasexuales	Profesores de universidad megasexuales||Investigadores megasexuales||Académicas megasexuales||Profesoras de universidad megasexuales||Investigadoras megasexuales||	Investigadores y/o educadores megasexuales que trabajan en la enseñanza superior.	
homoit0003430	Novelas gráficas megasexuales		Obras que consisten en imágenes secuenciales, a menudo acompañadas de texto que generalmente contienen historias independientes; utilizado en referencia a novelas gráficas que se centran en personajes o temas megasexuales.	
homoit0003442	Pintores megasexuales	Pintoras megasexuales	Personas megasexuales que pintan, ya sea profesionalmente o por afición.	
homoit0003459	Fotógrafos megasexuales	Fotógrafas megasexuales	Personas megasexuales que toman fotografías, ya sea profesionalmente o por afición.	
homoit0003207	Solidaridad megasexual		Un sentido de compañerismo y unidad general de propósito, interés político y/o simpatías comunitarias basadas en experiencias compartidas como personas megasexuales.	
homoit0003257	Docentes megasexuales	Profesoras megasexuales||Profesores megasexuales	Docentes o profesores que se autoidentifican como megasexuales.	
homoit0003354	Unitarios universalistas megasexuales	Personas unitarias universalistas megasexuales||Unitarias universalistas megasexuales	Personas megasexuales que son miembros de la Iglesia Unitaria Universalista.	
homoit0003220	Sitios web megasexuales		Páginas web públicas que tratan principalmente sobre comunidades y temas megasexuales, así como páginas web destinadas a personas megasexuales.	
homoit0003421	Personas no binarias multirraciales	Personas multirraciales no binarias	Personas no binarias que pertenecen a dos o más grupos raciales. Utilícese únicamente para personas que se autoidentifican como multirraciales.	
homoit0003422	Personas no binarias nativoamericanas	Personas nativoamericanas no binarias	Personas no binarias que son nativoamericanas o parte de los pueblos indígenas de Norteamérica. Utilícese únicamente para personas que se autoidentifican como nativoamericanas y asexuales.	
homoit0003273	Académicxs no binarixs	Profesorxs de universidad no binarixs||Investigadorxs no binarixs||Profesorxs no binarixs	Investigadorxs y/o educadorxs no binarixs que trabajan en la enseñanza superior.	
homoit0003443	Atletas no binarixs	Jugadorxs de deportes no binarixs||Deportistas no binarixs||	Deportistas profesionales o recreativxs que se identifican como no binarixs.	
homoit0003494	Literatura infantil no binaria	Literatura no binaria infantil	Obras literarias escritas para un público de lectores de hasta 12 años de edad, también conocidas como literatura infantil. Se utiliza en referencia a la literatura infantil centrada en personajes o temas no binarios.	
homoit0003437	Pintores no binarixs	Pintorxs no binarixs||Pintores no binarios	Personas no binarias que pintan, ya sea profesionalmente o por afición.	
homoit0003454	Fotógrafxs no binarixs		Personas no binarixs que toman fotografías, ya sea profesionalmente o por afición.	
homoit0003208	Solidaridad no binaria		Un sentido de compañerismo y unidad general de propósito, interés político y/o simpatías comunitarias basadas en experiencias compartidas como personas no binarias.	
homoit0003258	Docentes no binarixs	Profesorxs no binarixs||Profesores no binarios	Docentes o profesores que se autoidentifican como no binarixs.	
homoit0003358	Unitarixs universalistas no binarixs	Personas unitarias universalistas no binarias	Personas no binarias que son miembros de la Iglesia Unitaria Universalista.	
homoit0003221	Sitios web no binarios		Páginas web públicas que tratan principalmente sobre comunidades y temas no binarios, así como páginas web destinadas a personas no binarias.	
homoit0003466	Sobrevivientes jóvenes no binarixs de bullying		Jóvenes no binarixs de entre 12 y 18 años que han sufrido y sobrevivido al acoso debido a su identidad sexual. Siga la preferencia de la persona por "víctimas" o "sobrevivientes" siempre que sea posible.	
homoit0003480	Víctimas jóvenes no binarixs de bullying		Jóvenes no binarixs de entre 12 y 18 años que han sufrido acoso debido a su identidad sexual y pueden o no haber sobrevivido. Siga la preferencia de la persona por "víctimas" o "sobrevivientes" siempre que sea posible.	
homoit0003152	Zines no binarios		Publicaciones independientes de pequeña tirada generalmente reproducidas mediante fotocopiadora; utilícese para revistas creadas por personas no binarias y/o que se centren en identidades, cuestiones y culturas no binarias.	
homoit0003278	Matrimonio abierto		Forma de no monogamia consentida en la que lxs cónyuges acuerdan mantener relaciones sexuales y/o románticas con personas distintas de su pareja matrimonial, sin considerarlo infidelidad.	
homoit0003423	Personas no binarixs del Pacífico estadounidense	Personas del Pacífico estadounidense no binarias||Pacífico estadounidenses no binarixs||	Personas no binarias que se identifican a la vez como isleñas del Pacífico (o de ascendencia isleña del Pacífico) y estadounidenses.	
homoit0003075	Paletada	Golpe de paleta||Paddling	Golpear un cuerpo con una paleta o "paddle" como forma de juego de impacto.	
homoit0003239	Personas asexuales palestinas	Palestinos asexuales||Palestinas asexuales	Personas asexuales que nacieron, residen y/o descienden de los pueblos indígenas del país de Palestina.	
homoit0003235	Personas bisexuales palestinas	Palestinos bisexuales||Palestinas bisexuales	Personas bisexuales que nacieron, residen y/o descienden de los pueblos indígenas del país de Palestina.	
homoit0003233	Hombres gay palestinos	Palestinos gay	Hombres gay que nacieron, residen y/o descienden de los pueblos indígenas del país de Palestina.	
homoit0003240	Personas intersexuales palestinas	Palestinos intersexuales||Personas intersex palestinas||Palestinas intersexuales||	Personas intersexuales que nacieron, residen y/o descienden de los pueblos indígenas del país de Palestina.	
homoit0003234	Lesbianas palestinas	Palestinas lesbianas	Lesbianas que nacieron, residen y/o descienden de los pueblos indígenas del país de Palestina.	
homoit0003232	Personas LGBTQ+ palestinas	Palestinos LGBTQ+||Personas palestinas (LGBTQ)||Palestinas LGBTQ+||Palestinas (LGBTQ)||Palestinos (LGBTQ)	Personas LGBTQ+ que nacieron, residen y/o descienden de los pueblos indígenas del país de Palestina.	
homoit0003238	Personas no binarias palestinas	Personas palestinas no binarias||Palestinxs no binarixs||No binarixs palestinxs	Personas no binarias que nacieron, residen y/o descienden de los pueblos indígenas del país de Palestina.	
homoit0003236	Personas queer palestinas	Palestinos queer||Palestinas queer	Personas queer que nacieron, residen y/o descienden de los pueblos indígenas del país de Palestina.	
homoit0003237	Personas transgénero palestinas	Palestinos trans||Palestinos transgénero||Palestinas trans||Palestinas transgénero	Personas transgénero que nacieron, residen y/o descienden de los pueblos indígenas del país de Palestina.	
homoit0003424	Personas no binarias papúes	Personas papúes no binarias||Papúes no binarixs||No binarixs papúes	Personas no binarias que son papúes o parte de los pueblos indígenas de Nueva Guinea. Utilícese únicamente para personas que se autoidentifican como papúes.	
homoit0003519	Patriarcado	Androcracia	Sistema cultural donde los hombres ocupan posiciones de dominio y privilegio, mientras que las mujeres y otras minorías de género quedan excluidas, en gran medida, del acceso al poder.	
homoit0003229	Polículas		Redes de personas poliamorosas que están conectadas por sus relaciones románticas y/o sexuales o las de sus parejas. Los miembros de una polícula no están necesariamente involucrados romántica y/o sexualmente con todos los miembros del grupo. Por ejemplo, el Miembro A podría estar conectado con el Miembro B en el sentido de que el Miembro B mantiene una relación con la pareja del Miembro A.	
homoit0003225	Personas intersexuales embarazadas		Personas embarazadas que son intersexuales.	
homoit0003231	Māhū embarazados	Māhū embarazadas	Personas embarazadas que son māhū.	
homoit0003223	Hombres embarazados		Personas embarazadas que son hombres trans o intersexuales. Para el tema recurrente de fandom donde los hombres cisgénero pueden quedar embarazados, utilícese el término "Mpreg".	
homoit0003227	Personas no binarias embarazadas	No binarixs embarazadxs||Embarazadxs no binarixs	Personas embarazadas que son no binarias.	
homoit0003364	Personas embarazadas		Personas que están embarazadas, lo que significa que un óvulo fecundado se está desarrollando en su útero.	
homoit0003226	Personas transgénero embarazadas	Personas embarazadas transgénero||Personas trans embarazadas||Personas embarazadas trans	Personas embarazadas que son transgénero.	
homoit0003230	Personas dos espíritus embarazadas	Personas embarazadas dos espíritus	Personas embarazadas que son dos espíritus.	
homoit0003224	Mujeres embarazadas	Embarazadas	Personas embarazadas que son mujeres.	
homoit0003493	Literatura infantil queer	Literatura queer infantil	Obras literarias escritas para un público de lectores de hasta 12 años de edad, también conocidas como literatura infantil. Se utiliza en referencia a la literatura infantil centrada en personajes o temas queer.	
homoit0003432	Novelas gráficas queer		Obras que consisten en imágenes secuenciales, a menudo acompañadas de texto, que generalmente contienen historias independientes; utilícese en referencia a novelas gráficas que se centran en personajes o temas queer.	
homoit0003352	Unitarios universalistas queer	Personas unitarias universalistas queer||Unitarias universalistas queer	Personas queer que son miembros de la Iglesia Unitaria Universalista.	
homoit0003361	Salud reproductiva para personas LGBTQ+	Atención médica reproductiva para personas LGBTQ+||Cuidado médico reproductivo para personas LGBTQ+	Acceso y experiencias de las personas LGBTQ+ en materia de salud reproductiva. La atención médica reproductiva incluye el control de la natalidad, el aborto, la reproducción asistida y la atención prenatal y obstétrica.	
homoit0003362	Salud reproductiva para personas no binarias	Atención médica reproductiva para personas no binarias||Cuidado médico reproductivo para personas no binarias	Acceso y experiencias de las personas no binarias en materia de salud reproductiva. La atención médica reproductiva incluye el control de la natalidad, el aborto, la reproducción asistida y la atención prenatal y obstétrica.	
homoit0003363	Salud reproductiva para personas transgénero	Atención médica reproductiva para personas transgénero||Cuidado médico reproductivo para personas transgénero||Atención médica reproductiva para personas trans||Cuidado médico reproductivo para personas trans||Salud reproductiva para personas trans	Acceso y experiencias de las personas transgénero en materia de salud reproductiva. La atención médica reproductiva incluye el control de la natalidad, el aborto, la reproducción asistida y la atención prenatal y obstétrica.	
homoit0003368	Salud reproductiva para personas dos espíritus	Atención médica reproductiva para personas dos espíritus||Cuidado médico reproductivo para personas dos espíritus	Acceso y experiencias de las personas dos espíritus en materia de salud reproductiva. La atención médica reproductiva incluye el control de la natalidad, el aborto, la reproducción asistida y la atención prenatal y obstétrica.	
