identifier	prefLabel	altLabel	description	historyNote
homoit0001789	2SLHBTQ+		Afkorting die wordt gebruikt om two-spirit people, lesbische vrouwen, homomannen, biseksuele personen, transgender personen, queer personen en andere gender- en seksuele minderheden als een groep te beschrijven; vaak gebruikt in Canada om de inheemse bevolking op de eerste plaats te zetten	
homoit0000807	LHBTQ+		Acroniem gebruikt om lesbische vrouwen, homomannen, biseksuele personen, transgender personen en queer personen als groep te beschrijven	
homoit0000804	LHB		Alleen gebruikt om lesbische vrouwen, homomannen en biseksuelen als een groep te beschrijven; is gebruikt om transgender personen uit te sluiten	
homoit0000806	LHBTQ			
homoit0000804	LHB		Alleen gebruikt om lesbische vrouwen, homomannen en biseksuelen als een groep te beschrijven; is gebruikt om transgender personen uit te sluiten	
homoit0000594	LHBT		Alleen gebruikt om lesbische vrouwen, homomannen, biseksuelen en transgender personen als een groep te beschrijven	
homoit0000703	LBT		Alleen gebruikt om lesbische vrouwen, biseksuelen en transgender personen als een groep te beschrijven	
homoit0000804	LHB		Alleen gebruikt om lesbische vrouwen, homomannen en biseksuelen als een groep te beschrijven; is gebruikt om transgender personen uit te sluiten	
homoit0004390	LHBTQ+-historici		LHBTQ+-personen die historische gebeurtenissen bestuderen en interpreteren.	
homoit0003263	LHBTQ+-academici	LHBTQ+-onderzoekers||LHBTQ+-professoren||LHBTQ+-universiteitsdocenten	LHBTQ+-onderzoekers en/of docenten die werkzaam zijn in het hoger onderwijs.	
homoit0003264	Aromantische academici	Aromantische professoren||Aromantische universiteitsdocenten	Aromantische onderzoekers en/of docenten die werkzaam zijn in het hoger onderwijs.	
homoit0003265	Aseksuele academici	Aseksuele onderzoekers||Aseksuele professoren||Aseksuele universiteitsdocenten	Aseksuele onderzoekers en/of docenten die werkzaam zijn in het hoger onderwijs.	
homoit0003266	Biseksuele academici	Biseksuele onderzoekers||Biseksuele professoren||Biseksuele universiteitsdocenten	Biseksuele onderzoekers en/of docenten die werkzaam zijn in het hoger onderwijs.	
homoit0003267	Demiseksuele academici	Demiseksuele onderzoekers||Demiseksuele professoren||Demiseksuele universiteitsdocenten	Demiseksuele onderzoekers en/of docenten die werkzaam zijn in het hoger onderwijs.	
homoit0003269	Grijsromantische academici	Grijsromantische professoren||Grijsromantische universiteitsdocenten	Grijsromantische onderzoekers en/of docenten die werkzaam zijn in het hoger onderwijs.	
homoit0003268	Homo-academici	Homo-universiteitsdocenten||Homoprofessoren	Homomannen die werkzaam zijn als onderzoekers en/of docenten in het hoger onderwijs.	
homoit0003270	Intersekse academici	Intersekse professoren||Intersekse universiteitsdocenten	Intersekse onderzoekers en/of docenten die werkzaam zijn in het hoger onderwijs.	
homoit0003271	Lesbische academici	Lesbische professoren||Lesbische universiteitsdocenten	Lesbische onderzoekers en/of docenten die werkzaam zijn in het hoger onderwijs.	
homoit0003272	Megaseksuele academici	Megaseksuele professoren||Megaseksuele universiteitsdocenten	Megaseksuele onderzoekers en/of docenten die werkzaam zijn in het hoger onderwijs.	
homoit0003273	Non-binaire academici	Non-binaire professoren||Non-binaire universiteitsdocenten||Nonbinaire academici	Non-binaire onderzoekers en/of docenten die werkzaam zijn in het hoger onderwijs.	
homoit0003274	Queer academici	Queer professoren||Queer universiteitsdocenten	Queer onderzoekers en/of docenten die werkzaam zijn in het hoger onderwijs.	
homoit0003275	Transgender academici	Transgender onderzoekers||Transgender professoren||Transgender universiteitsdocenten	Transgender onderzoekers en/of docenten die werkzaam zijn in het hoger onderwijs.	
homoit0001279	Seksuologen		Personen die beroepsmatig seksuologie bestuderen, of menselijk seksueel gedrag en seksuele relaties.	
homoit0002009	Arabische LHBTQ+-personen	Arabische personen (LHBTQ+)||LHBTQ+-Arabieren||LHBTQ+-Arabische personen	LHBTQ+-personen die uit Arabische landen komen, Arabisch spreken en/of afstammen van Arabische volkeren. Niet verwarren met moslimidentiteit	
homoit0003382	Arabisch-Amerikaanse LHBTQ+-personen	LHBTQ+ Arabisch-Amerikanen	LHBTQ+-personen die afstammen van Arabische volkeren en geboren zijn in de Verenigde Staten, of LHBTQ+-personen die geboren zijn in Arabische landen en die in de Verenigde Staten wonen of er een sterke band mee hebben. Niet te verwarren met moslims.	
homoit0003391	Arabisch-Amerikaanse aromantische personen		Aromantische personen die afstammen van Arabische volkeren en geboren zijn in de Verenigde Staten, of aromantische personen geboren in Arabische landen die in de Verenigde Staten wonen of er een sterke band mee hebben. Niet verwarren met moslims.	
homoit0003389	Arabisch-Amerikaanse aseksuele personen		Aseksuele personen die afstammen van Arabische volkeren en geboren zijn in de Verenigde Staten, of aseksuele personen geboren in Arabische landen die in de Verenigde Staten wonen of er een sterke band mee hebben. Niet verwarren met moslims.	
homoit0003385	Arabisch-Amerikaanse biseksuele personen		Biseksuele personen die afstammen van Arabische volkeren en geboren zijn in de Verenigde Staten, of biseksuele personen geboren in Arabische landen die in de Verenigde Staten wonen of er een sterke band mee hebben. Niet verwarren met moslims.	
homoit0003384	Arabisch-Amerikaanse homomannen		Homomannen die afstammen van Arabische volkeren en geboren zijn in de Verenigde Staten, of homomannen geboren in Arabische landen die in de Verenigde Staten wonen of er een sterke band mee hebben. Niet verwarren met moslims.	
homoit0003390	Arabisch-Amerikaanse intersekse personen		Intersekse personen die afstammen van Arabische volkeren en geboren zijn in de Verenigde Staten, of intersekse personen geboren in Arabische landen die in de Verenigde Staten wonen of er een sterke band mee hebben. Niet verwarren met moslims.	
homoit0003383	Arabisch-Amerikaanse lesbische vrouwen		Lesbische vrouwen die afstammen van Arabische volkeren en geboren zijn in de Verenigde Staten, of lesbische vrouwen geboren in Arabische landen die in de Verenigde Staten wonen of er een sterke band mee hebben. Niet verwarren met moslims.	
homoit0003388	Arabisch-Amerikaanse non-binaire personen	Non-binaire Arabisch-Amerikanen||Nonbinaire Arabisch-Amerikanen	Non-binaire personen die afstammen van Arabische volkeren en geboren zijn in de Verenigde Staten, of non-binaire personen geboren in Arabische landen die in de Verenigde Staten wonen of er een sterke band mee hebben. Niet verwarren met moslims.	
homoit0003387	Arabisch-Amerikaanse queer personen		Queer personen die afstammen van Arabische volkeren en geboren zijn in de Verenigde Staten, of queer personen geboren in Arabische landen die in de Verenigde Staten wonen of er een sterke band mee hebben. Niet verwarren met moslims.	
homoit0003386	Arabisch-Amerikaanse transgender personen		Transgender personen die afstammen van Arabische volkeren en geboren zijn in de Verenigde Staten, of transgender personen geboren in Arabische landen die in de Verenigde Staten wonen of er een sterke band mee hebben. Niet verwarren met moslims.	
homoit0003392	Arabische aromantische personen		Aromantische personen die uit Arabische landen komen en/of afstammen van Arabische volkeren. Niet verwarren met moslims.	
homoit0002015	Arabische aseksuele personen	Aseksuele Arabische personen	Aseksuele personen die uit Arabische landen komen, Arabisch spreken en/of afstammen van Arabische volkeren. Niet verwarren met moslimidentiteit	
homoit0002012	Arabische biseksuele personen	Biseksuele Arabieren||Biseksuele Arabische personen	Biseksuele personen die uit Arabische landen komen, Arabisch spreken en/of afstammen van Arabische volkeren. Niet verwarren met moslimidentiteit	
homoit0002011	Arabische homomannen	Homo-Arabische mannen	Homomannen die uit Arabische landen komen, Arabisch spreken en/of afstammen van Arabische volkeren. Niet verwarren met moslimidentiteit	
homoit0002016	Arabische intersekse personen	Intersekse Arabische personen	Intersekse personen die uit Arabische landen komen, Arabisch spreken en/of afstammen van Arabische volkeren. Niet verwarren met moslimidentiteit	
homoit0002010	Arabische lesbische vrouwen	Lesbische Arabische personen	Lesbische vrouwen die uit Arabische landen komen, Arabisch spreken en/of afstammen van Arabische volkeren. Niet verwarren met moslimidentiteit	
homoit0003277	Arabische non-binaire personen	Non-binaire Arabieren||Nonbinaire Arabieren	Non-binaire personen die afkomstig zijn uit Arabische landen en/of afstammen van Arabische volkeren. Niet verwarren met moslims.	
homoit0002014	Arabische queer personen	Queer Arabische personen	Queer personen die uit Arabische landen komen, Arabisch spreken en/of afstammen van Arabische volkeren. Niet verwarren met moslimidentiteit	
homoit0002013	Arabische transgender personen	Transgender Arabische personen	Transgender personen die uit Arabische landen komen, Arabisch spreken en/of afstammen van Arabische volkeren. Niet verwarren met moslimidentiteit	
homoit0003232	Palestijnse LHBTQ+-personen	LHBTQ+-Palestijnse personen||Palestijnen (LHBTQ)||Palestijnse personen (LHBTQ)	LHBTQ+-personen die geboren zijn, woonachtig zijn en/of afstammen van personen die inheems zijn in het land Palestina.	
homoit0003239	Palestijnse aseksuele personen	Aseksuele Palestijnen	Aseksuele personen die geboren zijn, woonachtig zijn en/of afstammen van personen die inheems zijn in het land Palestina.	
homoit0003235	Palestijnse biseksuele personen	Palestijnse biseksuelen	Biseksuele personen die geboren zijn, woonachtig zijn en/of afstammen van personen die inheems zijn in het land Palestina.	
homoit0003233	Palestijnse homomannen	Homo-Palestijnen	Homomannen die geboren zijn, woonachtig zijn en/of afstammen van personen die inheems zijn in het land Palestina.	
homoit0003240	Palestijnse intersekse personen		Intersekse personen die geboren zijn, woonachtig zijn en/of afstammen van personen die inheems zijn in het land Palestina.	
homoit0003234	Palestijnse lesbische vrouwen		Lesbische vrouwen die geboren zijn, woonachtig zijn en/of afstammen van personen die inheems zijn in het land Palestina.	
homoit0003238	Palestijnse non-binaire personen		Non-binaire personen die geboren zijn, woonachtig zijn en/of afstammen van personen die inheems zijn in het land Palestina.	
homoit0003236	Palestijnse queer personen		Queer personen die geboren zijn, woonachtig zijn en/of afstammen van personen die inheems zijn in het land Palestina.	
homoit0003237	Palestijnse transgender personen	Trans Palestijnen||Transgender Palestijnen	Transgender personen die geboren zijn, woonachtig zijn en/of afstammen van personen die inheems zijn in het land Palestina.	
homoit0003232	Palestijnse LHBTQ+-personen	LHBTQ+-Palestijnse personen||Palestijnen (LHBTQ)||Palestijnse personen (LHBTQ)	LHBTQ+-personen die geboren zijn, woonachtig zijn en/of afstammen van personen die inheems zijn in het land Palestina.	
homoit0003777	Afschaffing van sekswerk	Abolitiebeweging (Sekswerk)||Sekswerk abolitiebeweging||Sekswerk abolitionisme	Een beweging om sekswerk af te schaffen door middel van verschillende middelen, waaronder het steunen van 'end demand'-wetten, het Scandinavische model of de bredere criminalisering van sekswerk; het organiseren en uitspreken tegen sekswerk als inherent uitbuitend; en het verwerpen van pogingen om sekswerk te erkennen als arbeid.	
homoit0003776	Scandinavisch model (Sekswerk)	Noords en Zweeds model (Sekswerk)||Noords model (Sekswerk)||Zweeds model (Sekswerk)	Een wetgevende benadering van sekswerk die voor het eerst in 1999 in Zweden en vervolgens in 2009 in Noorwegen werd ingesteld en die zich richt op de criminalisering van cliënten, derden en veel van de manieren waarop sekswerkers opereren. Het Noordse model is een vorm van afschaffing van sekswerk die is gebaseerd op het idee dat niemand toestemming kan geven om deel te nemen aan commerciële seksuele diensten en dat sekswerkers daarom moeten worden opgeleid en hervormd. Sekswerkers en activisten hebben het Noordse model zwaar bekritiseerd en zich ertegen verzet.	
homoit0000228	Pesten		een vorm van gedrag waarbij personen herhaaldelijk en gedurende langere tijd door één of meerdere anderen op agressieve wijze bejegend worden; het kan daarbij gaan om verbale intimidatie, fysiekgeweld of dwang en kan gericht zijn tegen specifiekeslachtoffers, mogelijk op grond van etniciteit, religie,gender of seksualiteit	
homoit0002258	AIDS dood en sterven		Ervaringen van personen met AIDS die het einde van hun leven naderen of hebben bereikt.	
homoit0000025	AIDS-bewustzijn		Activisme en andere inspanningen om de aids-epidemie onder de aandacht te brengen.	
homoit0000029	AIDS-gedenktekens		Projecten en evenementen ter ere van het leven van mensen die zijn overleden aan AIDS-gerelateerde oorzaken.	
homoit0000028	AIDS-quilts		Quilts (doorstikte dekens) die zijn gemaakt om het leven te vieren van mensen die zijn gestorven aan AIDS-gerelateerde oorzaken, bewustzijn te creëren voor de AIDS-epidemie en ondersteuning en genezing te bieden aan de getroffenen. De term wordt vaak gebruikt om te verwijzen naar het NAMES Project AIDS Memorial Quilt, gestart door Cleve Jones in 1985.	
homoit0001791	Alloromanticisme	Alloromantisch	Een romantische oriëntatie die wordt gekenmerkt door het optreden van een romantische aantrekkingskracht of een romantisch verlangen op een frequente en consistente manier, vaak naast seksuele aantrekking	
homoit0001792	Biromanticisme			
homoit0001794	Heteroromanticisme		Een romantische oriëntatie die wordt gekenmerkt door het optreden van een romantische aantrekking of een romantisch verlangen op een frequente en consistente manier jegens leden van het andere geslacht of gender	
homoit0001793	Homoromanticisme		Een romantische oriëntatie die wordt gekenmerkt door het optreden van een romantische aantrekking of een romantisch verlangen op een frequente en consistente manier jegens leden van hetzelfde geslacht of gender	
homoit0001795	Panromanticisme		Een romantische oriëntatie die wordt gekenmerkt door het optreden van een romantische aantrekkingskracht of een romantisch verlangen op een frequente en consistente manier, ongeacht geslacht of gender	
homoit0001823	Alloromantische personen		Personen die op een frequente en consistente manier romantische aantrekkingskracht of romantisch verlangen ervaren, vaak naast seksuele aantrekking	
homoit0001824	Biromantische personen		Individuen die op een frequente en consistente manier romantische aantrekkingskracht of romantisch verlangen ervaren jegens mensen van meer dan één gender	
homoit0001826	Heteroromantische personen		Individuen die op een frequente en consistente manier romantische aantrekkingskracht of romantisch verlangen ervaren jegens leden van het andere geslacht of geslacht	
homoit0001825	Homoromantische personen		Individuen die op een frequente en consistente manier romantische aantrekkingskracht of romantisch verlangen ervaren jegens leden van hetzelfde gender of hetzelfde geslacht	
homoit0001827	Panromantische personen		Individuen die op een frequente en consistente manier romantische aantrekkingskracht of romantisch verlangen naar anderen ervaren, ongeacht gender of geslacht	
homoit0001917	Alloseksuele personen		Personen die over het algemeen seksuele aantrekkingskracht of het verlangen naar seksuele ervaringen met partners ervaren	
homoit0000081	Anaal spel		Elke vorm van seksueel spel met anale stimulatie.	
homoit0000043	Anale seks		Seksuele activiteit met penetratie van de anus.	
homoit0000099	Barebacking			
homoit0000459	Neuken			
homoit0000076	Kontneuken		De seksuele handeling van het penetreren van de anus van een persoon met een penis of dildo.	
homoit0000099	Barebacking			
homoit0000305	Scat spel	Coprolagnie||Extrementofilie||Fecalfilie||Fecofilie||Poep fetisj||Poep fetisjisme||Poep kink||Scat fetisj||Scat fetisjisme||Scat kink||Scatofilie	Gebruik van uitwerpselen voor erotisch genot.	
homoit0000446	Vingeren			
homoit0000049	Rimmen		Seksuele stimulatie van de anus door de tong of mond.	
homoit0000054	Anti-feminisme		Verzet tegen sommige of alle vormen van feminisme	
homoit0002269	Anti-racisme		Overkoepelende term die wordt gebruikt om een reeks ideeën, beleidslijnen en politieke acties te beschrijven die bedoeld zijn om racisme en raciale onderdrukking (persoonlijk of systemisch) actief aan te vechten, af te wijzen of tegen te gaan, en om te pleiten voor raciale gelijkheid.	
homoit0001644	Aromanticisme		Een romantische oriëntatie die over het algemeen wordt gekenmerkt door een gebrek aan romantische aantrekkingskracht of verlangen	
homoit0000067	Aromantische personen			
homoit0003033	Aromantische studenten		Aromantische personen die naar de universiteit gaan.	
homoit0001015	Misandrie		haat of afkeer van mannen of jongens	
homoit0001017	Misogynie		haat of afkeer van vrouwen of meisjes	
homoit0002183	Misogynie in fandom		Kwesties en discussies over de aanwezigheid van misogynie in fan-ruimtes en uitingen	
homoit0000619	Heteroseksisme		Discriminatie, vooroordelen of vooringenomenheid jegens niet-heteroseksuele mensen op basis van de aanname of overtuiging dat heteroseksualiteit de enige normale en/of natuurlijke uitdrukking van seksuele identiteit is.	
homoit0000112	Intolerantie tegenover LHBTQ+-personen		Onwil om LHBTQ+-personen of hun identiteit in houding of praktijk te accepteren of te bevestigen.	
homoit0000655	Machismo		Term uit het begin van de jaren '30 en '40 om de verantwoordelijkheid en trots van een man te beschrijven bij het zorgen voor, het beschermen en verdedigen van zijn gezin. Het is onduidelijk of de term zijn oorsprong vindt in Spanje of Portugal. Hoewel er positieve kanten zijn aan machismo en het een belangrijk onderdeel blijft van de Iberische en Latijns-Amerikaanse culturen, is het concept ook bekritiseerd vanwege de rol bij het in stand houden van vrouwenhaat, schadelijke rolpatronen en huiselijk en seksueel geweld.	
homoit0000083	Auto-erotiek			
homoit0002009	Arabische LHBTQ+-personen	Arabische personen (LHBTQ+)||LHBTQ+-Arabieren||LHBTQ+-Arabische personen	LHBTQ+-personen die uit Arabische landen komen, Arabisch spreken en/of afstammen van Arabische volkeren. Niet verwarren met moslimidentiteit	
homoit0003382	Arabisch-Amerikaanse LHBTQ+-personen	LHBTQ+ Arabisch-Amerikanen	LHBTQ+-personen die afstammen van Arabische volkeren en geboren zijn in de Verenigde Staten, of LHBTQ+-personen die geboren zijn in Arabische landen en die in de Verenigde Staten wonen of er een sterke band mee hebben. Niet te verwarren met moslims.	
homoit0003391	Arabisch-Amerikaanse aromantische personen		Aromantische personen die afstammen van Arabische volkeren en geboren zijn in de Verenigde Staten, of aromantische personen geboren in Arabische landen die in de Verenigde Staten wonen of er een sterke band mee hebben. Niet verwarren met moslims.	
homoit0003389	Arabisch-Amerikaanse aseksuele personen		Aseksuele personen die afstammen van Arabische volkeren en geboren zijn in de Verenigde Staten, of aseksuele personen geboren in Arabische landen die in de Verenigde Staten wonen of er een sterke band mee hebben. Niet verwarren met moslims.	
homoit0003385	Arabisch-Amerikaanse biseksuele personen		Biseksuele personen die afstammen van Arabische volkeren en geboren zijn in de Verenigde Staten, of biseksuele personen geboren in Arabische landen die in de Verenigde Staten wonen of er een sterke band mee hebben. Niet verwarren met moslims.	
homoit0003384	Arabisch-Amerikaanse homomannen		Homomannen die afstammen van Arabische volkeren en geboren zijn in de Verenigde Staten, of homomannen geboren in Arabische landen die in de Verenigde Staten wonen of er een sterke band mee hebben. Niet verwarren met moslims.	
homoit0003390	Arabisch-Amerikaanse intersekse personen		Intersekse personen die afstammen van Arabische volkeren en geboren zijn in de Verenigde Staten, of intersekse personen geboren in Arabische landen die in de Verenigde Staten wonen of er een sterke band mee hebben. Niet verwarren met moslims.	
homoit0003383	Arabisch-Amerikaanse lesbische vrouwen		Lesbische vrouwen die afstammen van Arabische volkeren en geboren zijn in de Verenigde Staten, of lesbische vrouwen geboren in Arabische landen die in de Verenigde Staten wonen of er een sterke band mee hebben. Niet verwarren met moslims.	
homoit0003388	Arabisch-Amerikaanse non-binaire personen	Non-binaire Arabisch-Amerikanen||Nonbinaire Arabisch-Amerikanen	Non-binaire personen die afstammen van Arabische volkeren en geboren zijn in de Verenigde Staten, of non-binaire personen geboren in Arabische landen die in de Verenigde Staten wonen of er een sterke band mee hebben. Niet verwarren met moslims.	
homoit0003387	Arabisch-Amerikaanse queer personen		Queer personen die afstammen van Arabische volkeren en geboren zijn in de Verenigde Staten, of queer personen geboren in Arabische landen die in de Verenigde Staten wonen of er een sterke band mee hebben. Niet verwarren met moslims.	
homoit0003386	Arabisch-Amerikaanse transgender personen		Transgender personen die afstammen van Arabische volkeren en geboren zijn in de Verenigde Staten, of transgender personen geboren in Arabische landen die in de Verenigde Staten wonen of er een sterke band mee hebben. Niet verwarren met moslims.	
homoit0003392	Arabische aromantische personen		Aromantische personen die uit Arabische landen komen en/of afstammen van Arabische volkeren. Niet verwarren met moslims.	
homoit0002015	Arabische aseksuele personen	Aseksuele Arabische personen	Aseksuele personen die uit Arabische landen komen, Arabisch spreken en/of afstammen van Arabische volkeren. Niet verwarren met moslimidentiteit	
homoit0002012	Arabische biseksuele personen	Biseksuele Arabieren||Biseksuele Arabische personen	Biseksuele personen die uit Arabische landen komen, Arabisch spreken en/of afstammen van Arabische volkeren. Niet verwarren met moslimidentiteit	
homoit0002011	Arabische homomannen	Homo-Arabische mannen	Homomannen die uit Arabische landen komen, Arabisch spreken en/of afstammen van Arabische volkeren. Niet verwarren met moslimidentiteit	
homoit0002016	Arabische intersekse personen	Intersekse Arabische personen	Intersekse personen die uit Arabische landen komen, Arabisch spreken en/of afstammen van Arabische volkeren. Niet verwarren met moslimidentiteit	
homoit0002010	Arabische lesbische vrouwen	Lesbische Arabische personen	Lesbische vrouwen die uit Arabische landen komen, Arabisch spreken en/of afstammen van Arabische volkeren. Niet verwarren met moslimidentiteit	
homoit0003277	Arabische non-binaire personen	Non-binaire Arabieren||Nonbinaire Arabieren	Non-binaire personen die afkomstig zijn uit Arabische landen en/of afstammen van Arabische volkeren. Niet verwarren met moslims.	
homoit0002014	Arabische queer personen	Queer Arabische personen	Queer personen die uit Arabische landen komen, Arabisch spreken en/of afstammen van Arabische volkeren. Niet verwarren met moslimidentiteit	
homoit0002013	Arabische transgender personen	Transgender Arabische personen	Transgender personen die uit Arabische landen komen, Arabisch spreken en/of afstammen van Arabische volkeren. Niet verwarren met moslimidentiteit	
homoit0003232	Palestijnse LHBTQ+-personen	LHBTQ+-Palestijnse personen||Palestijnen (LHBTQ)||Palestijnse personen (LHBTQ)	LHBTQ+-personen die geboren zijn, woonachtig zijn en/of afstammen van personen die inheems zijn in het land Palestina.	
homoit0003239	Palestijnse aseksuele personen	Aseksuele Palestijnen	Aseksuele personen die geboren zijn, woonachtig zijn en/of afstammen van personen die inheems zijn in het land Palestina.	
homoit0003235	Palestijnse biseksuele personen	Palestijnse biseksuelen	Biseksuele personen die geboren zijn, woonachtig zijn en/of afstammen van personen die inheems zijn in het land Palestina.	
homoit0003233	Palestijnse homomannen	Homo-Palestijnen	Homomannen die geboren zijn, woonachtig zijn en/of afstammen van personen die inheems zijn in het land Palestina.	
homoit0003240	Palestijnse intersekse personen		Intersekse personen die geboren zijn, woonachtig zijn en/of afstammen van personen die inheems zijn in het land Palestina.	
homoit0003234	Palestijnse lesbische vrouwen		Lesbische vrouwen die geboren zijn, woonachtig zijn en/of afstammen van personen die inheems zijn in het land Palestina.	
homoit0003238	Palestijnse non-binaire personen		Non-binaire personen die geboren zijn, woonachtig zijn en/of afstammen van personen die inheems zijn in het land Palestina.	
homoit0003236	Palestijnse queer personen		Queer personen die geboren zijn, woonachtig zijn en/of afstammen van personen die inheems zijn in het land Palestina.	
homoit0003237	Palestijnse transgender personen	Trans Palestijnen||Transgender Palestijnen	Transgender personen die geboren zijn, woonachtig zijn en/of afstammen van personen die inheems zijn in het land Palestina.	
homoit0003232	Palestijnse LHBTQ+-personen	LHBTQ+-Palestijnse personen||Palestijnen (LHBTQ)||Palestijnse personen (LHBTQ)	LHBTQ+-personen die geboren zijn, woonachtig zijn en/of afstammen van personen die inheems zijn in het land Palestina.	
homoit0000074	Aziatische LHBTQ+-personen	Aziatische personen (LHBTQ+)||LHBTQ+-Aziaten||LHBTQ+-Aziatische personen	LHBTQ+-personen geboren in of afstammend van Aziatische landen; gebruiken voor mensen die zichzelf identificeren als Aziatisch	
homoit0002060	Assamese LHBTQ+-personen	Assamezen (LHBTQ+)||LHBTQ+ Asomiya||LHBTQ+ Assamezen	LHBTQ+-personen die deel uitmaken van de sociaal-etnische Assamese volkeren, de Assamese taal spreken of in de Indiase deelstaat Assam wonen	
homoit0002069	Assamese aseksuele personen		Aseksuele personen die deel uitmaken van de sociaal-etnische Assamese volkeren, de Assamese taal spreken of in de Indiase deelstaat Assam wonen	
homoit0002065	Assamese biseksuele personen	Biseksuele Asomiya||Biseksuele Assamese personen	Biseksuele personen die deel uitmaken van de sociaal-etnische Assamese volkeren, de Assamese taal spreken of in de Indiase deelstaat Assam wonen	
homoit0002064	Assamese homomannen	Homo Asomiya	Homomannen die deel uitmaken van de sociaal-etnische Assamese volkeren, de Assamese taal spreken of in de Indiase deelstaat Assam wonen	
homoit0002067	Assamese intersekse personen		Intersekse personen die deel uitmaken van de sociaal-etnische Assamese volkeren, de Assamese taal spreken of in de Indiase deelstaat Assam wonen	
homoit0002063	Assamese lesbische vrouwen		Lesbische vrouwen die deel uitmaken van de sociaal-etnische Assamese volkeren, de Assamese taal spreken of in de Indiase deelstaat Assam wonen	
homoit0003394	Assamese non-binaire personen	Non-binaire Asomiya||Non-binaire Assamesen||Nonbinaire Asomiya||Nonbinaire Assamesen	Non-binaire personen die deel uitmaken van de sociaal-etnische Assamese bevolking, de Assamese taal spreken of in de Indiase deelstaat Assam wonen.	
homoit0002066	Assamese queer personen	Queer Assamese personen	Queer personen die deel uitmaken van de sociaal-etnische Assamese volkeren, de Assamese taal spreken of in de Indiase deelstaat Assam wonen	
homoit0002068	Assamese transgender personen	Transgender Assamese personen	Transgender personen die deel uitmaken van de sociaal-etnische Assamese volkeren, de Assamese taal spreken of in de Indiase deelstaat Assam wonen	
homoit0000073	Aziatisch-Amerikaanse LHBTQ+-personen	Aziatisch-Amerikanen (LHBTQ+)||LHBTQ+ Aziatisch-Amerikaanse personen||LHBTQ+ Aziatisch-Amerikanen	LHBTQ+-personen van Aziatische afkomst geboren in de Verenigde Staten of LHBTQ+ mensen geboren in Aziatische landen die wonen in of een sterke band hebben met de Verenigde Staten; gebruiken voor personen die zichzelf identificeren als Aziatisch-Amerikaans	
homoit0002902	Aziatisch-Amerikaanse aseksuele personen		Aseksuele personen van Aziatische afkomst geboren in de Verenigde Staten of biseksuele personen geboren in Aziatische landen die wonen in of een sterke band hebben met de Verenigde Staten. Gebruiken voor personen die zichzelf identificeren als Aziatisch-Amerikaans	
homoit0000130	Aziatisch-Amerikaanse biseksuele personen	Biseksuele Aziatisch-Amerikanen	Biseksuele personen van Aziatische afkomst geboren in de Verenigde Staten of biseksuele personen geboren in Aziatische landen die wonen in of een sterke band hebben met de Verenigde Staten. Gebruiken voor personen die zichzelf identificeren als Aziatisch-Amerikaans	
homoit0000471	Aziatisch-Amerikaanse homomannen		Homomannen van Aziatische afkomst geboren in de Verenigde Staten of homomannen geboren in Aziatische landen die wonen in of een sterke band hebben met de Verenigde Staten. Gebruiken voor personen die zichzelf identificeren als Aziatisch-Amerikaans	
homoit0002756	Aziatisch-Amerikaanse intersekse personen		intersekse personen van Aziatische afkomst geboren in de Verenigde Staten of biseksuele personen geboren in Aziatische landen die wonen in of een sterke band hebben met de Verenigde Staten. Gebruiken voor personen die zichzelf identificeren als Aziatisch-Amerikaans	
homoit0000721	Aziatisch-Amerikaanse lesbische vrouwen		Lesbische vrouwen van Aziatische afkomst geboren in de Verenigde Staten of lesbische vrouwen geboren in Aziatische landen die wonen in of een sterke band hebben met de Verenigde Staten. Gebruiken voor personen die zichzelf identificeren als Aziatisch-Amerikaans	
homoit0001158	Aziatisch-Amerikaanse queer personen		Queer personen van Aziatische afkomst geboren in de Verenigde Staten of queer personen geboren in Aziatische landen die wonen in of een sterke band hebben met de Verenigde Staten. Gebruiken voor personen die zichzelf identificeren als Aziatisch-Amerikaans	
homoit0001391	Aziatisch-Amerikaanse transgender personen	Aziatisch-Europese personen (LHBTQ+)||LHBTQ+ Aziatisch-Europeanen||LHBTQ+-Aziatisch-Europese personen	Transgender personen van Aziatische afkomst geboren in de Verenigde Staten of transgender personen geboren in Aziatische landen die wonen in of een sterke band hebben met de Verenigde Staten. Gebruiken voor personen die zichzelf identificeren als Aziatisch-Amerikaans	
homoit0002901	Aziatische aseksuele personen		Aseksuele personen geboren in of afstammend van Aziatische landen; gebruiken voor personen die zichzelf identificeren als Aziatisch	
homoit0000131	Aziatische biseksuele personen	Biseksuele Aziaten	Biseksuele personen geboren in of afstammend van Aziatische landen; gebruiken voor personen die zichzelf identificeren als Aziatisch	
homoit0000472	Aziatische homomannen		Homoseksuele mannen geboren in of afstammend van Aziatische landen; gebruiken voor personen die zichzelf identificeren als Aziatisch	
homoit0002757	Aziatische intersekse personen		Intersekse personen geboren in of afstammend van Aziatische landen; gebruiken voor personen die zichzelf identificeren als Aziatisch	
homoit0000722	Aziatische lesbische vrouwen		Lesbische vrouwen geboren in of afstammend van Aziatische landen; gebruiken voor personen die zichzelf identificeren als Aziatisch	
homoit0003559	Aziatische non-binaire personen	Non-binaire aziatische personen||Nonbinaire Aziaten||Nonbinaire aziatische personen	Non-binaire personen geboren in of afstammend van Aziatische landen; gebruiken voor mensen die zichzelf identificeren als Aziatisch.	
