URI	identifier	prefLabel	prefLabel Alternate Spellings	altLabel	description	historyNote	broader	narrower	related	issued	modified	isReplacedBy	replaces
https://homosaurus.org/v2/childrenOfLGBTQPeople	childrenOfLGBTQPeople	Children of LGBTQ people	""	""	""	""	https://homosaurus.org/v2/familyMembers	https://homosaurus.org/v2/childrenOfBisexualPeople||https://homosaurus.org/v2/childrenOfGayMen||https://homosaurus.org/v2/childrenOfLesbians||https://homosaurus.org/v2/childrenOfQueerPeople||https://homosaurus.org/v2/childrenOfTransgenderPeople||https://homosaurus.org/v2/daughtersOfBisexualPeople||https://homosaurus.org/v2/daughtersOfGayMen||https://homosaurus.org/v2/daughtersOfLesbians||https://homosaurus.org/v2/daughtersOfQueerPeople||https://homosaurus.org/v2/daughtersOfTransgenderPeople||https://homosaurus.org/v2/sonsOfBisexualPeople||https://homosaurus.org/v2/sonsOfLesbians||https://homosaurus.org/v2/sonsOfQueerPeople||https://homosaurus.org/v2/sonsOfTransgenderPeople	https://homosaurus.org/v2/LGBTQAdoption	2019-05-14	2021-09-24	https://homosaurus.org/v2/childrenOfLGBTQPeople	""
https://homosaurus.org/v2/childrenOfTransgenderPeople	childrenOfTransgenderPeople	Children of transgender people	""	""	""	""	https://homosaurus.org/v2/childrenOfLGBTQPeople	https://homosaurus.org/v2/daughtersOfTransgenderPeople||https://homosaurus.org/v2/sonsOfTransgenderPeople	https://homosaurus.org/v2/transgenderFamilies||https://homosaurus.org/v2/transgenderParents	2019-05-14	2021-09-24	https://homosaurus.org/v2/childrenOfTransgenderPeople	""
https://homosaurus.org/v2/childrenOfQueerPeople	childrenOfQueerPeople	Children of queer people	""	""	""	""	https://homosaurus.org/v2/childrenOfLGBTQPeople	https://homosaurus.org/v2/daughtersOfQueerPeople||https://homosaurus.org/v2/sonsOfQueerPeople	https://homosaurus.org/v2/queerFamilies||https://homosaurus.org/v2/queerParents	2019-05-14	2021-09-24	https://homosaurus.org/v2/childrenOfQueerPeople	""
https://homosaurus.org/v2/childrensSexuality	childrensSexuality	Children's sexuality	""	""	Sexual behaviour of children	""	https://homosaurus.org/v2/sexuality	https://homosaurus.org/v2/ageOfConsent	https://homosaurus.org/v2/children	2019-05-14	2021-09-24	https://homosaurus.org/v2/childrensSexuality	""
https://homosaurus.org/v2/chosenName	chosenName	Chosen name	""	""	""	""	""	""	https://homosaurus.org/v2/deadnaming||https://homosaurus.org/v2/genderIdentity||https://homosaurus.org/v2/givenName	2019-05-14	2021-09-24	https://homosaurus.org/v2/chosenName	""
https://homosaurus.org/v2/christiansLGBTQ	christiansLGBTQ	Christians (LGBTQ)	""	""	""	""	https://homosaurus.org/v2/LGBTQReligions	https://homosaurus.org/v2/bisexualChristians||https://homosaurus.org/v2/gayChristians||https://homosaurus.org/v2/lesbianChristians||https://homosaurus.org/v2/LGBTQEasternOrthodoxChristians||https://homosaurus.org/v2/LGBTQJehovahsWitnesses||https://homosaurus.org/v2/LGBTQMormons||https://homosaurus.org/v2/LGBTQOldCatholicChurch||https://homosaurus.org/v2/protestantsLGBTQ||https://homosaurus.org/v2/queerChristians||https://homosaurus.org/v2/romanCatholicsLGBTQ||https://homosaurus.org/v2/transgenderChristians	""	2019-05-14	2021-09-24	https://homosaurus.org/v2/christiansLGBTQ	""
https://homosaurus.org/v2/chromosomes	chromosomes	Chromosomes	""	""	""	""	https://homosaurus.org/v2/sexBody	""	""	2019-05-14	2021-09-24	https://homosaurus.org/v2/chromosomes	""
https://homosaurus.org/v2/chubsGayMen	chubsGayMen	Chubs (Gay men)	""	""	""	""	https://homosaurus.org/v2/gayCulture||https://homosaurus.org/v2/sexualIdentity	""	https://homosaurus.org/v2/bears	2019-05-14	2021-09-24	https://homosaurus.org/v2/chubsGayMen	""
https://homosaurus.org/v2/cutMen	cutMen	Cut men	""	Circumcised men	""	""	""	""	https://homosaurus.org/v2/circumcision	2019-05-14	2021-09-24	https://homosaurus.org/v2/cutMen	""
https://homosaurus.org/v2/circumcision	circumcision	Circumcision	""	""	Surgical removal of the foreskin of the penis	""	""	""	https://homosaurus.org/v2/clitoridectomy||https://homosaurus.org/v2/cutMen||https://homosaurus.org/v2/foreskinRestoration||https://homosaurus.org/v2/uncutMen	2019-05-14	2021-09-24	https://homosaurus.org/v2/circumcision	""
https://homosaurus.org/v2/cisgenderMen	cisgenderMen	Cisgender men	""	""	""	""	https://homosaurus.org/v2/cisgenderPeople||https://homosaurus.org/v2/men	""	https://homosaurus.org/v2/assignedMaleAtBirth	2019-05-14	2021-09-24	https://homosaurus.org/v2/cisgenderMen	""
