URI	identifier	prefLabel	prefLabel Alternate Spellings	altLabel	description	historyNote	broader	narrower	related	issued	modified	isReplacedBy	replaces
https://homosaurus.org/terms/army	army	army	""	ground forces	""	""	https://homosaurus.org/terms/military	""	https://homosaurus.org/terms/soldiers	2015-11-25	2015-11-25	""	""
https://homosaurus.org/terms/arrangedMarriage	arrangedMarriage	arranged marriage	""	""	""	""	https://homosaurus.org/terms/marriage	""	https://homosaurus.org/terms/heterosexualMarriage	2015-11-25	2015-11-25	""	""
https://homosaurus.org/terms/arrests	arrests	arrests	""	""	""	""	https://homosaurus.org/terms/detention	""	https://homosaurus.org/terms/police	2015-11-25	2015-11-25	""	""
https://homosaurus.org/terms/arson	arson	arson	""	""	""	""	https://homosaurus.org/terms/crimes	""	https://homosaurus.org/terms/vandalism	2015-11-25	2015-11-25	""	""
https://homosaurus.org/terms/artGalleries	artGalleries	art galleries	""	""	""	""	https://homosaurus.org/terms/businesses	""	https://homosaurus.org/terms/exhibitions||https://homosaurus.org/terms/visualArts	2015-11-25	2015-11-25	""	""
https://homosaurus.org/terms/artHistory	artHistory	art history	""	""	""	""	https://homosaurus.org/terms/humanities	""	https://homosaurus.org/terms/arts	2015-11-25	2015-11-25	""	""
https://homosaurus.org/terms/artMovements	artMovements	art movements	""	""	""	""	""	https://homosaurus.org/terms/dadaism||https://homosaurus.org/terms/decadentism||https://homosaurus.org/terms/modernism||https://homosaurus.org/terms/popArt||https://homosaurus.org/terms/surrealism||https://homosaurus.org/terms/symbolism	https://homosaurus.org/terms/arts||https://homosaurus.org/terms/culturalMovements	2015-11-25	2015-11-25	""	""
https://homosaurus.org/terms/artificialInsemination	artificialInsemination	artificial insemination	""	donor insemination	""	""	https://homosaurus.org/terms/insemination	https://homosaurus.org/terms/self-insemination	https://homosaurus.org/terms/biotechnology||https://homosaurus.org/terms/spermBanks||https://homosaurus.org/terms/spermDonors	2015-11-25	2015-11-25	""	""
https://homosaurus.org/terms/artists	artists	artists	""	""	""	""	https://homosaurus.org/terms/artsAndEntertainmentOccupations	""	https://homosaurus.org/terms/visualArts	2015-11-25	2015-11-25	""	""
https://homosaurus.org/terms/arts	arts	arts	""	""	""	""	""	https://homosaurus.org/terms/film||https://homosaurus.org/terms/performingArts||https://homosaurus.org/terms/videos||https://homosaurus.org/terms/visualArts	https://homosaurus.org/terms/artHistory||https://homosaurus.org/terms/artMovements||https://homosaurus.org/terms/artsAndEntertainmentOccupations||https://homosaurus.org/terms/erotica||https://homosaurus.org/terms/literature||https://homosaurus.org/terms/popularCulture||https://homosaurus.org/terms/reception||https://homosaurus.org/terms/representation	2015-11-25	2015-11-25	""	""
https://homosaurus.org/terms/artsAndEntertainmentOccupations	artsAndEntertainmentOccupations	arts and entertainment occupations	""	arts- and entertainment related occupations	""	""	https://homosaurus.org/terms/occupations	https://homosaurus.org/terms/actors||https://homosaurus.org/terms/artists||https://homosaurus.org/terms/choreographers||https://homosaurus.org/terms/conductors||https://homosaurus.org/terms/dancers||https://homosaurus.org/terms/directors||https://homosaurus.org/terms/discJockeys||https://homosaurus.org/terms/fashionDesigners||https://homosaurus.org/terms/hosts||https://homosaurus.org/terms/impresarios||https://homosaurus.org/terms/musicians||https://homosaurus.org/terms/photographers||https://homosaurus.org/terms/photographicModels||https://homosaurus.org/terms/producers||https://homosaurus.org/terms/writers	https://homosaurus.org/terms/arts	2015-11-25	2015-11-25	""	""
https://homosaurus.org/terms/asceticism	asceticism	asceticism	""	""	""	""	https://homosaurus.org/terms/philosophiesOfLife	""	""	2015-11-25	2015-11-25	""	""
https://homosaurus.org/terms/asexuality	asexuality	asexuality	""	""	lack of sexual attraction to others or the lack of interest in sex	""	https://homosaurus.org/terms/sexualOrientation	""	""	2015-11-25	2015-11-25	""	""
https://homosaurus.org/terms/asianCultures	asianCultures	asian cultures	""	oriental cultures	""	""	https://homosaurus.org/terms/cultures	""	""	2015-11-25	2015-11-25	""	""
https://homosaurus.org/terms/asianReligions	asianReligions	asian religions	""	oriental religions	""	""	https://homosaurus.org/terms/religions	https://homosaurus.org/terms/confucianism||https://homosaurus.org/terms/hinduism||https://homosaurus.org/terms/shintoism||https://homosaurus.org/terms/taoism	""	2015-11-25	2015-11-25	""	""
https://homosaurus.org/terms/asianStudies	asianStudies	asian studies	""	""	""	""	https://homosaurus.org/terms/ethnicStudies	""	""	2015-11-25	2015-11-25	""	""
https://homosaurus.org/terms/assassins	assassins	assassins	""	hit men	""	""	https://homosaurus.org/terms/murderers	https://homosaurus.org/terms/deathSquads	""	2015-11-25	2015-11-25	""	""
https://homosaurus.org/terms/assertiveness	assertiveness	assertiveness	""	""	""	""	https://homosaurus.org/terms/psychologicalCharacteristics	""	""	2015-11-25	2015-11-25	""	""
https://homosaurus.org/terms/assignedGender	assignedGender	assigned gender	""	birth gender||gender assigned at birth||sex assignment	gender, either girl or boy, that parents and culture give to a child based on the child's sex	""	https://homosaurus.org/terms/gender	""	https://homosaurus.org/terms/birthCertificateAmendments||https://homosaurus.org/terms/stealth||https://homosaurus.org/terms/transitioning	2015-11-25	2015-11-25	""	""
