URI	identifier	prefLabel	prefLabel Alternate Spellings	altLabel	description	historyNote	broader	narrower	related	issued	modified	isReplacedBy	replaces
https://homosaurus.org/v4/homoit0000011	homoit0000011	Sex industry@en||Industria sexual@es	""	Adult entertainment industry@en||Commercial sex@en||Sex trade@en||Industria del entretenimiento adulto@es	Businesses that either directly or indirectly provide sexual services, sex-related products, and/or erotic entertainment.@en||Empresas que directa o indirectamente ofrecen servicios sexuales, productos relacionados con el sexo y/o entretenimiento erótico.@es	""	""	https://homosaurus.org/v4/homoit0000012||https://homosaurus.org/v4/homoit0000014||https://homosaurus.org/v4/homoit0000475||https://homosaurus.org/v4/homoit0001096||https://homosaurus.org/v4/homoit0001126||https://homosaurus.org/v4/homoit0001270||https://homosaurus.org/v4/homoit0001275||https://homosaurus.org/v4/homoit0001276||https://homosaurus.org/v4/homoit0003796||https://homosaurus.org/v4/homoit0003799||https://homosaurus.org/v4/homoit0001128	""	2019-05-14	2021-12-08	https://homosaurus.org/v4/homoit0000011	http://homosaurus.org/v2/sexIndustry
https://homosaurus.org/v4/homoit0000012	homoit0000012	Sex shops@en||Tiendas sexuales@es	""	Adult entertainment stores@en||Adult shops@en||Adult stores@en||Erotic shops@en||Erotic stores@en||Porn stores@en||Porn shops@en||Sex stores@en||Adult entertainment shops@en||Tiendas de entretenimiento adulto@es	Retailers that sell products related to sex and sexual entertainment, including sex toys, lingerie, pornography, and other related products.@en||@es	""	https://homosaurus.org/v4/homoit0000011	""	https://homosaurus.org/v4/homoit0001266	2019-05-14	2021-12-08	https://homosaurus.org/v4/homoit0000012	http://homosaurus.org/v2/sexShops
https://homosaurus.org/v4/homoit0000013	homoit0000013	LGBTQ+ porn films@en||Películas porno LGBTQ+@es	""	Adult films (LGBTQ)@en||Porn videos (LGBTQ)@en||X-rated films (LGBTQ)@en||Porn films (LGBTQ)@en||Películas pornográficas LGBTQ+@es	Erotic or sexually explicit films featuring LGBTQ+ people.@en||Películas eróticas o sexualmente explícitas protagonizadas por personas LGBTQ+.@es	""	https://homosaurus.org/v4/homoit0002579||https://homosaurus.org/v4/homoit0003802	https://homosaurus.org/v4/homoit0000176||https://homosaurus.org/v4/homoit0000520||https://homosaurus.org/v4/homoit0000765||https://homosaurus.org/v4/homoit0001199||https://homosaurus.org/v4/homoit0001435||https://homosaurus.org/v4/homoit0002559||https://homosaurus.org/v4/homoit0002573	https://homosaurus.org/v4/homoit0000014||https://homosaurus.org/v4/homoit0000869||https://homosaurus.org/v4/homoit0001126||https://homosaurus.org/v4/homoit0002544||https://homosaurus.org/v4/homoit0002555||https://homosaurus.org/v4/homoit0002634||https://homosaurus.org/v4/homoit0003798	2019-05-14	2021-12-08	https://homosaurus.org/v4/homoit0000013	http://homosaurus.org/v2/pornFilmsLGBTQ
https://homosaurus.org/v4/homoit0000014	homoit0000014	Sex cinemas@en||Cines de sexo@es	""	Adult movie theatres@en||Adult cinemas@en||Adult movie theaters@en||Erotic cinemas@en||Erotic theaters@en||Erotic theatres@en||Sex theaters@en||Sex theatres@en||Cines de películas para adultos@es||Cines porno@es	Movie theatres that primarily show pornographic films. Patrons engaging in nudity and public masturbation or sex may be explicitly permitted by the theatre or merely tolerated.@en||Cines que proyectan principalmente películas pornográficas. El teatro puede permitir explícitamente o simplemente tolerar que los espectadores se desnuden o se masturben o practiquen sexo en público.@es	""	https://homosaurus.org/v4/homoit0000011	""	https://homosaurus.org/v4/homoit0000013	2019-05-14	2021-12-08	https://homosaurus.org/v4/homoit0000014	http://homosaurus.org/v2/sexCinemas
https://homosaurus.org/v4/homoit0000015	homoit0000015	African American LGBTQ+ people@en||Personas LGBTQ+ afroamericanas@es	""	African Americans (LGBTQ)@en||LGBTQ+ African American people@en||LGBTQ+ African Americans@en||Afroamericanos (LGBTQ)@es||Afroamericanas (LGBTQ)@es||Personas afroamericanas LGBTQ+@es||Afroamericanos LGBTQ+@es||Afroamericanas LGBTQ+@es	African American people who are also LGBTQ+; do not use for people of color broadly; follow the individual's preference for African American or Black whenever possible.@en||Personas LGBTQ+ de ascendencia africana nacidas en los Estados Unidos o personas LGBTQ+ nacidas en países africanos que viven o tienen una conexión fuerte con los Estados Unidos. Utilícese para personas que se autoidentifiquen como afroamericanas.@es	To acknowledge their multiple marginalization, terms for people of color who are LGBTQ+ use the following format: Racial or ethnic identity followed by gender or sexual identity (e.g., Black lesbians).@en||Para reconocer su marginación múltiple, los términos para las personas de color que son LGBTQ+ utilizan el siguiente formato: identidad racial o étnica seguida de identidad sexual o de género (por ejemplo, lesbianas negras).@es	https://homosaurus.org/v4/homoit0000208	https://homosaurus.org/v4/homoit0000123||https://homosaurus.org/v4/homoit0000365||https://homosaurus.org/v4/homoit0000463||https://homosaurus.org/v4/homoit0000714||https://homosaurus.org/v4/homoit0001151||https://homosaurus.org/v4/homoit0001384||https://homosaurus.org/v4/homoit0002335||https://homosaurus.org/v4/homoit0002935||https://homosaurus.org/v4/homoit0003558	https://homosaurus.org/v4/homoit0000095||https://homosaurus.org/v4/homoit0001254	2019-05-14	2021-12-14	https://homosaurus.org/v4/homoit0000015	http://homosaurus.org/v2/africanAmericansLGBTQ
https://homosaurus.org/v4/homoit0000016	homoit0000016	Afro-Canadian LGBTQ+ people@en||Personas LGBTQ+ afrocanadienses@es	""	Afro-Canadian people (LGBTQ)@en||Afro-Canadians (LGBTQ)@en||LGBTQ+ Afro-Canadian people@en||LGBTQ+ Afro-Canadians@en||Afrocanadienses LGBTQ+@es||Personas afrocanadienses LGBTQ+@es||Afrocanadienses (LGBTQ)@es||Afrocanadienses LGBTQ+@es	LGBTQ+ people of African descent born in Canada or LGBTQ+ people born in African countries who live in or have a strong connection to Canada; use for individuals who self-identity as Afro-Canadian.@en||Personas LGBTQ+ de ascendencia africana nacidas en Canadá o personas LGBTQ+ nacidas en países africanos que viven o tienen una conexión fuerte con Canadá. Utilícese para personas que se identifiquen como afrocanadienses.@es	To acknowledge their multiple marginalization, terms for people of color who are LGBTQ+ use the following format: Racial or ethnic identity followed by gender or sexual identity (e.g., Black lesbians).@en||Para reconocer su marginación múltiple, los términos para las personas de color que son LGBTQ+ utilizan el siguiente formato: identidad racial o étnica seguida de identidad sexual o de género (por ejemplo, lesbianas negras).@es	https://homosaurus.org/v4/homoit0000208	https://homosaurus.org/v4/homoit0000124||https://homosaurus.org/v4/homoit0000464||https://homosaurus.org/v4/homoit0000715||https://homosaurus.org/v4/homoit0001152||https://homosaurus.org/v4/homoit0001385||https://homosaurus.org/v4/homoit0002893||https://homosaurus.org/v4/homoit0002957	""	2019-05-14	2021-12-14	https://homosaurus.org/v4/homoit0000016	http://homosaurus.org/v2/afroCanadiansLGBTQ
https://homosaurus.org/v4/homoit0000017	homoit0000017	Afro-Caribbean LGBTQ+ people@en||Personas LGBTQ+ afrocaribeñas@es	""	Afro-Caribbean people (LGBTQ)@en||Afro-Caribbeans (LGBTQ)@en||LGBTQ+ Afro-Caribbean people@en||LGBTQ+ Afro-Caribbeans@en||Afrocaribeños LGBTQ+@es||Personas afrocaribeñas LGBTQ+@es||Afrocaribeños (LGBTQ)@es||Afrocaribeñas LGBTQ+@es||Afrocaribeñas (LGBTQ)||@es	LGBTQ+ people of African descent born in the Caribbean or LGBTQ+ people born in African countries who live in or have a strong connection to the Caribbean. Only use for individuals who self-identify as Afro-Caribbean.@en||Personas LGBTQ+ afrodescendientes nacidas en el Caribe o personas LGBTQ+ nacidas en países africanos que viven o tienen una conexión fuerte con el Caribe. Utilícese únicamente para personas que se identifiquen como afrocaribeñas.@es	To acknowledge their multiple marginalization, terms for people of color who are LGBTQ+ use the following format: Racial or ethnic identity followed by gender or sexual identity (e.g., Black lesbians).@en||Para reconocer su marginación múltiple, los términos para las personas de color que son LGBTQ+ utilizan el siguiente formato: identidad racial o étnica seguida de identidad sexual o de género (por ejemplo, lesbianas negras).@es	https://homosaurus.org/v4/homoit0000208	https://homosaurus.org/v4/homoit0000125||https://homosaurus.org/v4/homoit0000465||https://homosaurus.org/v4/homoit0000716||https://homosaurus.org/v4/homoit0001153||https://homosaurus.org/v4/homoit0001386||https://homosaurus.org/v4/homoit0002894||https://homosaurus.org/v4/homoit0002958	""	2019-05-14	2021-12-14	https://homosaurus.org/v4/homoit0000017	http://homosaurus.org/v2/afroCaribbeansLGBTQ
https://homosaurus.org/v4/homoit0000018	homoit0000018	Afro-European LGBTQ+ people@en||Personas LGBTQ+ afroeuropeas@es	""	Afro-European people (LGBTQ)@en||Afro-Europeans (LGBTQ)@en||LGBTQ+ Afro-European people@en||LGBTQ+ Afro-Europeans@en||Afroeuropeos LGBTQ+@es||Personas afroeuropeas LGBTQ+@es||Afroeuropeos (LGBTQ)@es||Afroeuropeas LGBTQ+@es||Afroeuropeas (LGBTQ)||@es	LGBTQ+ people of African descent born in European countries or LGBTQ+ people born in African countries who live in or have a strong connection to Europe. Only use for individuals who self-identify as Afro-European.@en||Personas LGBTQ+ de ascendencia africana nacidas en países europeos o personas LGBTQ+ nacidas en países africanos que viven en Europa o tienen una fuerte conexión con Europa. Utilícese únicamente para personas que se identifiquen como afroeuropeas.@es	To acknowledge their multiple marginalization, terms for people of color who are LGBTQ+ use the following format: Racial or ethnic identity followed by gender or sexual identity (e.g., Black lesbians).@en||Para reconocer su marginación múltiple, los términos para las personas de color que son LGBTQ+ utilizan el siguiente formato: identidad racial o étnica seguida de identidad sexual o de género (por ejemplo, lesbianas negras).@es	https://homosaurus.org/v4/homoit0000208	https://homosaurus.org/v4/homoit0000126||https://homosaurus.org/v4/homoit0000466||https://homosaurus.org/v4/homoit0000717||https://homosaurus.org/v4/homoit0001154||https://homosaurus.org/v4/homoit0001387||https://homosaurus.org/v4/homoit0002896||https://homosaurus.org/v4/homoit0002959	""	2019-05-14	2021-12-14	https://homosaurus.org/v4/homoit0000018	http://homosaurus.org/v2/afroEuropeansLGBTQ
https://homosaurus.org/v4/homoit0000019	homoit0000019	Afro-Latin American LGBTQ+ people@en||Personas LGBTQ+ afrolatinoamericanas@es	""	Afro-Latin American people (LGBTQ)@en||Afro-Latin Americans (LGBTQ)@en||LGBTQ+ Afro-Latin American people@en||LGBTQ+ Afro-Latin Americans@en||Afrolatinoamericanos LGBTQ+@es||Personas afrolatinoamericanas LGBTQ+@es||Afrolatinoamericanos (LGBTQ)@es||Afrolatinoamericanas LGBTQ+@es||Afrolatinoamericanas (LGBTQ)||@es	LGBTQ+ people of African descent born in Latin American countries or LGBTQ+ people born in African countries who live in or have a strong connection to Latin America. Only use for individuals who self-identify as Afro-Latin American.@en||Personas LGBTQ+ afrodescendientes nacidas en países latinoamericanos o personas LGBTQ+ nacidas en países africanos que viven o tienen una conexión fuerte con América Latina. Utilícese únicamente para personas que se identifiquen como afrolatinoamericanas.@es	To acknowledge their multiple marginalization, terms for people of color who are LGBTQ+ use the following format: Racial or ethnic identity followed by gender or sexual identity (e.g., Black lesbians).@en||Para reconocer su marginación múltiple, los términos para las personas de color que son LGBTQ+ utilizan el siguiente formato: identidad racial o étnica seguida de identidad sexual o de género (por ejemplo, lesbianas negras).@es	https://homosaurus.org/v4/homoit0000208||https://homosaurus.org/v4/homoit0000253	https://homosaurus.org/v4/homoit0000127||https://homosaurus.org/v4/homoit0000467||https://homosaurus.org/v4/homoit0000718||https://homosaurus.org/v4/homoit0001155||https://homosaurus.org/v4/homoit0001388||https://homosaurus.org/v4/homoit0002898||https://homosaurus.org/v4/homoit0002960	""	2019-05-14	2021-12-14	https://homosaurus.org/v4/homoit0000019	http://homosaurus.org/v2/afroLatinAmericansLGBTQ
https://homosaurus.org/v4/homoit0000020	homoit0000020	Age of consent@en||Edad de consentimiento@es	""	""	The age at which a person is considered legally competent to consent to sexual acts. The age of consent varies depending on the country, state, or culture.@en||La edad en la que una persona es considerada legalmente competente para consentir a actos sexuales. La edad de consentimiento varía según el país, el estado o la cultura.@es	""	https://homosaurus.org/v4/homoit0000302	""	https://homosaurus.org/v4/homoit0000663||https://homosaurus.org/v4/homoit0001289||https://homosaurus.org/v4/homoit0002215	2019-05-14	2021-12-08	https://homosaurus.org/v4/homoit0000020	http://homosaurus.org/v2/ageOfConsent
https://homosaurus.org/v4/homoit0000021	homoit0000021	Agender people@en||Personas agénero@es	""	""	People who identify as not having a gender, or being genderless.@en||Personas que se autoidentifican como sin género.@es	""	https://homosaurus.org/v4/homoit0001378||https://homosaurus.org/v4/homoit0001817	""	https://homosaurus.org/v4/homoit0000571||https://homosaurus.org/v4/homoit0001048||https://homosaurus.org/v4/homoit0001927	2019-05-14	2021-12-08	https://homosaurus.org/v4/homoit0000021	http://homosaurus.org/v2/agenderPeople
https://homosaurus.org/v4/homoit0000022	homoit0000022	Age play@en||Juego de edades@es	""	ABDL@en||Ageplay@en||Infantilism@en||Age play@es||Ageplay@es||Juegos con la edad@es	The act of roleplaying as people of different ages, usually as children, for fun or erotic enjoyment.@en||Una forma de juego de roles, típicamente sexual, que se da entre personas adultas que consienten en el que uno o más participantes representan una edad diferente a su edad biológica.@es	Previously Ageplay@en	https://homosaurus.org/v4/homoit0001242	""	https://homosaurus.org/v4/homoit0000442||https://homosaurus.org/v4/homoit0003052||https://homosaurus.org/v4/homoit0003062	2019-05-14	2024-02-01	https://homosaurus.org/v4/homoit0000022	http://homosaurus.org/v2/ageplay
https://homosaurus.org/v4/homoit0000023	homoit0000023	Agî@hil||Agî@es	""	Agi@hil||Agi@es	Filipino word that translates to both hermaphrodite and a gay slur.@en||Palabra filipina que se traduce tanto como hermafrodita o como insulto contra los hombres gay.@es	""	https://homosaurus.org/v4/homoit0000322||https://homosaurus.org/v4/homoit0001560	""	https://homosaurus.org/v4/homoit0000091	2019-05-14	2021-12-08	https://homosaurus.org/v4/homoit0000023	http://homosaurus.org/v2/agi
https://homosaurus.org/v4/homoit0000024	homoit0000024	AIDS activists@en||Activistas contra el SIDA@es	""	Activistas del SIDA@es	People who campaign for social and political change for people affected by HIV/AIDS.@en||Personas que hacen campaña por el cambio social y político para las personas afectadas por el VIH/SIDA.@es	""	https://homosaurus.org/v4/homoit0000007	""	https://homosaurus.org/v4/homoit0000005||https://homosaurus.org/v4/homoit0000030||https://homosaurus.org/v4/homoit0001026	2019-05-14	2021-12-08	https://homosaurus.org/v4/homoit0000024	http://homosaurus.org/v2/AIDSActivists
https://homosaurus.org/v4/homoit0000025	homoit0000025	AIDS awareness@en||Conciencia sobre el SIDA@es	""	""	Activism and other efforts to bring attention to the AIDS epidemic.@en||Activismo y otros esfuerzos para generar atención sobre la epidemia del SIDA.@es	""	""	""	https://homosaurus.org/v4/homoit0000005||https://homosaurus.org/v4/homoit0000034	2019-05-14	2021-12-08	https://homosaurus.org/v4/homoit0000025	http://homosaurus.org/v2/AIDSAwareness
https://homosaurus.org/v4/homoit0000026	homoit0000026	AIDS information centers@en-US||Centros de información sobre el SIDA@es	AIDS information centres@en-GB	""	Institutions dedicated to education, prevention, and treatment of HIV/AIDS; AIDS information centers often provide services like HIV counseling and testing services.@en||Instituciones dedicadas a la educación, la prevención y el tratamiento del VIH/SIDA; los centros de información sobre el SIDA suelen ofrecer servicios como asesoramiento y pruebas de VIH.@es	""	https://homosaurus.org/v4/homoit0000660	""	https://homosaurus.org/v4/homoit0000005	2019-05-14	2021-12-08	https://homosaurus.org/v4/homoit0000026	http://homosaurus.org/v2/AIDSInformationCentres
https://homosaurus.org/v4/homoit0000027	homoit0000027	AIDS education@en||Educación sobre el SIDA@es	""	""	Instruction about HIV/AIDS, including topics like the history of the AIDS epidemic, contraction, prevention, and treatment.@en||Instrucción sobre el VIH/SIDA, incluyendo temas como la historia de la epidemia del SIDA, cómo se contrae, su prevención y tratamiento.@es	""	https://homosaurus.org/v4/homoit0000661	""	https://homosaurus.org/v4/homoit0000005||https://homosaurus.org/v4/homoit0001251||https://homosaurus.org/v4/homoit0001271||https://homosaurus.org/v4/homoit0001294	2019-05-14	2021-12-08	https://homosaurus.org/v4/homoit0000027	http://homosaurus.org/v2/AIDSEducation
https://homosaurus.org/v4/homoit0000028	homoit0000028	AIDS memorial quilts@en||Colchas conmemorativas del SIDA@es	""	""	Quilts created to celebrate the lives of people who have died of AIDS-related causes, bring awareness to the AIDS epidemic, and provide support and healing for those affected. The term is often used to refer to the NAMES Project AIDS Memorial Quilt started by Cleve Jones in 1985.@en||Colchas creadas para celebrar las vidas de las personas que han muerto por causas relacionadas con el SIDA, generar conciencia sobre la epidemia del SIDA y brindar apoyo y sanación a las personas afectadas. El término se utiliza a menudo para referirse a la colcha conmemorativa del SIDA del proyecto NAMES iniciada por Cleve Jones en 1985.@es	""	https://homosaurus.org/v4/homoit0000029	""	https://homosaurus.org/v4/homoit0000005||https://homosaurus.org/v4/homoit0000901	2019-05-14	2021-12-08	https://homosaurus.org/v4/homoit0000028	http://homosaurus.org/v2/AIDSMemorialQuilts
